"Time","stdTM5418300110010548962.mag_vector_x","stdTM5418300110010548962.mag_vector_y","stdTM5418300110010548962.mag_vector_z"
1722008169340,21.932978,5.58708,-21.320366
1722008170301,21.950886,5.611322,-21.297226
1722008171195,21.974329,5.600983,-21.293577
1722008172110,21.871454,5.157484,-21.160646
1722008173621,21.765955,4.686745,-20.998821
1722008174651,21.72838,4.471865,-20.941961
1722008175632,21.716068,4.499783,-20.983046
1722008176562,21.547237,4.535023,-20.945215
1722008177410,21.543354,4.567774,-20.943184
1722008178442,21.541124,4.563632,-20.950745
1722008179292,21.613211,4.489373,-20.976421
1722008180563,21.611395,4.462201,-20.835243
1722008181632,21.603802,4.471588,-20.839609
1722008182666,21.454449,3.845161,-20.553375
1722008183485,21.423599,3.536637,-20.430916
1722008184473,21.484846,3.529897,-20.487234
1722008185293,21.3381,3.583898,-20.508135
1722008186593,21.333693,3.622573,-20.475887
1722008187662,21.326151,3.612798,-20.491278
1722008188699,21.350967,3.564038,-20.503771
1722008189517,21.513544,3.537781,-20.500378
1722008190551,21.534676,3.502706,-20.487974
1722008191712,21.418787,2.943432,-20.168886
1722008192704,21.356991,2.621138,-19.979654
1722008193562,21.382891,2.597802,-19.990812
1722008194603,21.254133,2.628752,-20.042835
1722008195449,21.195541,2.649566,-20.009659
1722008196472,21.309647,2.618862,-20.005234
1722008197303,21.282167,2.634541,-19.957741
1722008198283,21.321497,2.65508,-19.976856
1722008198853,21.264387,2.26827,-19.740788
1722008200503,21.223576,1.854771,-19.476206
1722008201363,21.213093,1.796816,-19.451263
1722008202696,21.219843,1.761942,-19.48204
1722008203336,21.185593,1.767665,-19.513601
1722008204939,21.192028,1.774908,-19.47275
1722008205757,21.168072,1.775072,-19.460192
1722008206745,21.169163,1.807866,-19.463358
1722008207651,21.156494,1.57242,-19.303776
1722008208601,21.120449,1.145655,-18.988846
1722008209503,21.113232,1.017166,-18.891216
1722008210536,21.19124,0.998154,-18.895029
1722008210744,21.109127,1.028268,-18.997902
1722008212693,21.112984,1.028656,-19.002813
1722008213499,21.12421,1.01196,-19.004889
1722008214523,21.121143,0.990883,-18.934582
1722008215351,21.113703,0.99182,-18.942484
1722008216375,21.11132,0.990309,-18.942825
1722008217163,21.111874,0.580446,-18.626404
1722008218681,21.131567,0.227106,-18.356817
1722008218882,21.10273,0.191017,-18.377598
1722008220534,21.112234,0.276365,-18.362953
1722008221697,21.072466,0.31939,-18.377066
1722008222729,21.082636,0.316082,-18.406216
1722008223496,21.297014,0.207282,-18.384132
1722008224521,21.265026,0.183424,-18.349836
1722008225264,21.25909,0.158617,-18.329346
1722008226867,21.269947,-0.237018,-17.981068
1722008227106,21.287167,-0.449176,-17.794151
1722008228674,21.298355,-0.515538,-17.763929
1722008229535,21.212315,-0.386536,-17.839945
1722008229860,21.135689,-0.348332,-17.788458
1722008230769,21.113882,-0.337478,-17.767595
1722008232681,21.148998,-0.367171,-17.810677
1722008233585,21.350122,-0.470676,-17.761408
1722008234491,21.299526,-0.480357,-17.694679
1722008235296,21.293331,-0.493475,-17.686373
1722008236280,21.322958,-0.824646,-17.368509
1722008237154,21.351728,-1.022287,-17.18157
1722008238168,21.372782,-1.119464,-17.086842
1722008238963,21.377979,-1.17053,-17.236158
1722008240027,21.135452,-1.009952,-17.154751
1722008241856,21.127125,-0.980015,-17.089682
1722008242890,21.159296,-0.962454,-17.11104
1722008243635,21.220917,-1.026019,-17.193357
1722008244641,21.396914,-1.155025,-17.107906
1722008246251,21.362432,-1.142045,-17.091639
1722008246446,21.375824,-1.397433,-16.855505
1722008247314,21.428823,-1.718801,-16.503206
1722008248297,21.440376,-1.80513,-16.442202
1722008249169,21.503794,-1.774593,-16.488071
1722008250108,21.306791,-1.676184,-16.533751
1722008250893,21.318092,-1.633064,-16.522137
1722008251826,21.338734,-1.641299,-16.552055
1722008253489,21.479956,-1.764098,-16.547659
1722008254523,21.435661,-1.82906,-16.433813
1722008255374,21.451593,-1.937782,-16.255156
1722008256376,21.541868,-2.499604,-15.605375
1722008257227,21.587385,-2.569708,-15.549253
1722008258494,21.641916,-2.543303,-15.63555
1722008259560,21.646635,-2.500947,-15.714957
1722008260555,21.750254,-2.382073,-15.614019
1722008261416,21.58543,-2.536477,-15.71416
1722008262450,21.659887,-2.526394,-15.571692
1722008263696,21.572565,-2.537346,-15.527947
1722008264753,21.57728,-2.618715,-15.452766
1722008265544,21.662971,-3.078725,-14.838934
1722008267014,21.688698,-3.19918,-14.683203
1722008267792,21.75631,-3.217663,-14.781078
1722008268822,21.635216,-3.126437,-14.895442
1722008269651,21.608814,-3.070985,-14.854812
1722008270677,21.610029,-3.067989,-14.84722
1722008271536,21.604048,-3.207629,-14.794181
1722008272538,21.597631,-3.245114,-14.777976
1722008273390,21.605673,-3.281201,-14.724249
1722008274427,21.699043,-3.787771,-13.96964
1722008275316,21.711346,-3.870377,-13.855558
1722008276579,21.752008,-3.740494,-13.899149
1722008277654,21.772913,-3.710927,-13.952195
1722008278653,21.76054,-3.704369,-13.937117
1722008279510,21.768654,-3.729752,-13.913687
1722008280544,21.72151,-3.813761,-13.86117
1722008281706,21.75152,-3.950389,-13.644678
1722008282696,21.818308,-4.267421,-13.078988
1722008283549,21.819973,-4.359001,-12.940859
1722008284569,21.809444,-4.205201,-13.002559
1722008285400,21.815397,-4.109591,-13.007669
1722008286422,21.844475,-4.116045,-13.054076
1722008287207,21.866032,-4.147595,-13.047759
1722008288684,21.95384,-4.249329,-13.041523
1722008288889,21.878088,-4.298799,-12.897568
1722008290537,21.859875,-4.346481,-12.92892
1722008290749,21.941839,-4.744901,-12.138538
1722008292692,21.973307,-4.911362,-11.789366
1722008293552,21.963091,-4.860185,-11.885866
1722008294542,21.940573,-4.72734,-11.878693
1722008295269,21.967894,-4.695975,-11.925846
1722008296245,21.988693,-4.717857,-11.921621
1722008297114,22.002966,-4.761959,-11.924289
1722008298141,22.091175,-4.856986,-11.855501
1722008299649,21.980661,-4.88616,-11.772867
1722008300658,21.962618,-4.921721,-11.781801
1722008301476,22.021484,-5.162047,-11.203438
1722008302513,22.065895,-5.327554,-10.768408
1722008303719,22.076668,-5.33984,-10.787019
1722008304752,22.089626,-5.242316,-10.799933
1722008305602,22.108536,-5.225286,-10.829871
1722008306633,22.107855,-5.233419,-10.825347
1722008307453,22.130638,-5.35874,-10.773437
1722008308478,22.108299,-5.360786,-10.733521
1722008309220,22.097723,-5.351299,-10.744667
1722008310699,22.141455,-5.556911,-10.068543
1722008311517,22.174557,-5.67823,-9.64339
1722008312550,22.268988,-5.714348,-9.533061
1722008313409,22.36574,-5.560098,-9.573207
1722008314706,22.358366,-5.561455,-9.583508
1722008315469,22.331459,-5.575919,-9.569935
1722008316445,22.215326,-5.755614,-9.586694
1722008317241,22.223583,-5.744265,-9.574097
1722008318254,22.287661,-5.981478,-8.64451
1722008319131,22.301615,-6.038716,-8.363693
1722008320113,22.326708,-6.057442,-8.331819
1722008320940,22.335247,-5.932485,-8.384765
1722008322891,22.348497,-5.925179,-8.439039
1722008323785,22.35939,-5.921875,-8.395021
1722008324786,22.292109,-6.043958,-8.367874
1722008325583,22.29417,-6.053105,-8.381913
1722008326422,22.335045,-6.171285,-7.851901
1722008327057,22.370218,-6.255938,-7.153071
1722008328617,22.425516,-6.146466,-7.05669
1722008328906,22.647852,-6.049573,-7.182127
1722008329848,22.665846,-6.059618,-7.202114
1722008331549,22.64348,-6.063811,-7.179479
1722008332579,22.514389,-6.152112,-7.060454
1722008333402,22.456821,-6.240519,-7.0592
1722008334648,22.443031,-6.238042,-7.019099
1722008335728,22.497171,-6.317815,-6.088476
1722008336761,22.499077,-6.358628,-5.857086
1722008337667,22.50185,-6.368137,-5.714168
1722008338614,22.628426,-6.218549,-5.626886
1722008339473,22.709518,-6.168772,-5.770707
1722008340506,22.63549,-6.235993,-5.666297
1722008341712,22.635019,-6.155952,-5.648577
