"Time","stdTM5418300110010548962.rates_x","stdTM5418300110010548962.rates_y","stdTM5418300110010548962.rates_z"
1722008106265,3.581437,0.039376,0.034156
1722008107493,0.067668,0.008876,0.001842
1722008108528,-0.01295,-0.001742,-0.001304
1722008109342,0.034241,0.010449,0.010887
1722008110377,0.038567,0.011628,0.008921
1722008111240,0.02087,-0.009214,-0.010349
1722008112574,0.005533,0.021853,-0.023326
1722008113705,0.042106,-0.104776,0.201617
1722008114731,0.967444,0.006123,0.035662
1722008115591,2.495253,0.006516,0.06673
1722008116580,0.650084,0.012808,0.010494
1722008117443,-0.003905,0.018314,-0.010349
1722008118479,0.025983,0.014381,-0.013495
1722008119298,0.019391,0.000398,0.00035
1722008120590,0.010646,-0.008428,0.01246
1722008121665,0.035814,0.002977,-0.003663
1722008122699,0.001601,-0.049327,0.064763
1722008123519,0.281208,-0.000563,0.017179
1722008124562,2.242686,0.048921,0.025406
1722008125414,1.817669,0.030505,-0.00563
1722008126447,0.042499,0.229494,-0.516472
1722008127694,0.006664,0.009546,-0.004423
1722008128409,0.001994,0.00337,-0.010742
1722008129851,0.022443,0.000224,0.010494
1722008130886,0.00632,0.012022,-0.001697
1722008131704,0.022836,-0.003316,-0.00209
1722008132739,0.018118,-0.001349,0.01128
1722008133599,0.255641,-0.072783,0.19802
1722008134586,2.884185,0.060786,0.004988
1722008135452,0.433792,0.006516,0.030157
1722008136486,-0.022768,0.017103,-0.027491
1722008137301,0.008679,0.027359,-0.019787
1722008138477,0.028342,-0.008034,0.006955
1722008139445,0.034634,0.017134,0.004202
1722008140706,0.015016,0.001989,-0.000844
1722008141563,0.02441,0.008482,0.014426
1722008142560,2.865129,0.04892,0.007906
1722008143320,2.160589,0.027752,0.033303
1722008144254,0.230083,0.012808,-0.015854
1722008145090,-0.020029,-0.01118,-0.017821
1722008146107,0.015365,-0.005282,0.026617
1722008146898,0.009072,0.026179,0.001449
1722008148265,0.0178,0.00358,-0.007605
1722008149755,0.013005,0.017134,0.004595
1722008150702,0.015414,-0.002386,-0.014366
1722008151512,0.073173,-0.024159,0.110775
1722008152469,4.277892,0.061965,0.019146
1722008153284,1.515252,0.036404,0.020325
1722008154254,-0.043624,0.00455,-0.020574
1722008155083,0.012612,0.019887,-0.02018
1722008155980,0.000814,-0.002922,-0.014675
1722008156836,0.015365,0.015561,0.007741
1722008157782,-0.003905,0.001403,-0.009956
1722008159525,0.000028,0.028538,-0.001304
1722008160480,0.014971,-0.0159,0.117067
1722008161328,2.536151,0.036403,0.046674
1722008162290,3.5075,0.05528,0.03173
1722008163098,0.734634,0.029718,-0.000911
1722008163905,0.000028,0.006516,-0.006023
1722008164727,0.004747,0.021067,-0.00445
1722008166638,0.02087,0.017527,0.001056
1722008167455,0.001994,0.013988,-0.001697
1722008168470,0.031095,-0.015113,0.021505
1722008169340,0.012612,0.008876,-0.004843
1722008170301,0.010252,0.006909,0.056505
1722008171195,0.866769,0.015168,0.041561
1722008172110,2.297836,0.027359,-0.004843
1722008173621,1.585646,0.055673,0.024651
1722008174651,0.00632,-0.000563,-0.286809
1722008175632,0.002387,0.00337,-0.002877
1722008176562,0.004353,0.015954,-0.009955
1722008177410,0.022836,0.018707,0.030157
1722008178442,0.015365,-0.00017,-0.00563
1722008179292,0.013005,0.005336,0.017179
1722008180563,0.018511,-0.000563,0.003415
1722008181632,0.553342,0.005729,0.062011
1722008182666,4.171712,0.062359,0.037629
1722008183485,0.010252,-0.018259,-0.141697
1722008184473,0.0075,-0.002529,0.001449
1722008185293,0.010252,0.004156,-0.001304
1722008186593,0.02297,0.010739,0.021031
1722008187662,0.014578,0.008482,0.005381
1722008188699,0.011825,0.001404,-0.004057
1722008189517,0.017724,-0.000956,0.009314
1722008190551,0.139634,0.021067,0.13555
1722008191712,4.884692,0.087921,0.036056
1722008192704,0.422781,0.011235,-0.005236
1722008193562,-0.011377,0.014774,0.060831
1722008194603,0.027949,0.050561,-0.022147
1722008195449,0.00388,0.043353,0.001145
1722008196472,0.029522,0.029718,0.003415
1722008197303,0.015016,0.029432,-0.005616
1722008198283,0.295016,0.044546,0.064384
1722008198853,3.260533,0.034044,0.008528
1722008200503,1.871607,0.013921,0.034952
1722008201363,0.029522,-0.019439,-0.051248
1722008202696,-0.017276,0.011235,0.041168
1722008203336,-0.004075,-0.005966,0.003929
1722008204939,0.02205,-0.00017,0.003415
1722008205757,0.007106,0.006123,0.007741
1722008206745,0.22263,0.032216,0.07035
1722008207651,2.848397,0.05528,0.033303
1722008208601,1.687893,0.024606,0.004988
1722008209503,0.00905,-0.076761,-0.225162
1722008210536,-0.014916,-0.002135,0.008134
1722008210744,0.014971,0.001797,-0.008776
1722008212693,-0.001545,0.018314,0.015606
1722008213499,-0.001152,0.008482,-0.013102
1722008214523,0.006713,-0.006855,0.010494
1722008215351,0.016938,0.028932,0.086393
1722008216375,0.960365,0.030505,0.036449
1722008217163,3.783567,0.068258,0.021505
1722008218681,0.100925,-0.012329,-0.034253
1722008218882,0.003567,0.016347,-0.021753
1722008220534,0.010646,0.043482,-0.002484
1722008221697,0.022573,0.031023,0.011088
1722008222729,0.010252,0.006516,0.011674
1722008223496,0.018117,0.008876,-0.00799
1722008224521,0.020084,0.043482,0.085606
1722008225264,1.45823,0.041122,0.021898
1722008226867,2.446488,0.059213,0.020325
1722008227106,0.96705,0.029718,0.008921
1722008228674,-0.013736,0.045449,0.010101
1722008229535,-0.008624,0.036404,-0.011922
1722008229860,0.014971,0.028539,-0.008383
1722008230769,0.011039,0.025392,0.008134
1722008232681,0.02205,0.00101,0.005382
1722008233585,-0.003512,0.010055,0.000662
1722008234491,0.02205,0.029718,0.039595
1722008235296,1.455477,0.017134,-0.009562
1722008236280,1.314691,0.02028,0.001449
1722008237154,0.805814,0.013595,0.004988
1722008238168,0.291825,-0.001349,-0.000911
1722008238963,0.009846,0.039773,0.014668
1722008240027,0.009859,-0.005675,0.008527
1722008241856,0.007499,-0.000563,-0.00681
1722008242890,0.003567,-0.004889,-0.004057
1722008243635,0.028342,-0.003316,-0.00681
1722008244641,0.025196,0.015561,-0.00327
1722008246251,0.136488,0.064718,0.097797
1722008246446,3.373401,0.043089,0.023865
1722008247314,0.740926,0.012808,0.002235
1722008248297,0.020186,-0.095852,-0.129707
1722008249169,0.004353,0.003763,-0.004843
1722008250108,-0.002332,0.005729,0.013247
1722008250893,0.013792,0.021853,0.0101
1722008251826,0.018117,0.007302,0.004202
1722008253489,0.029522,0.016348,-0.002877
1722008254523,0.025983,0.012022,0.008134
1722008255374,4.995983,0.059999,0.035662
1722008256376,2.767386,0.023426,0.021505
1722008257227,-0.018849,-0.006461,-0.022147
1722008258494,0.010645,-0.004102,-0.024899
1722008259560,0.008652,0.031023,0.028588
1722008260555,0.014185,0.015561,0.006955
1722008261416,0.02205,0.007696,0.010101
1722008262450,0.018904,0.00219,0.010494
1722008263696,0.020477,0.010448,0.019145
1722008264753,3.586938,0.035224,0.012853
1722008265544,2.205698,0.031819,0.001941
1722008267014,0.001601,-0.061124,-0.05636
1722008267792,-0.000759,0.006123,0.006561
1722008268822,0.014578,0.013201,0.009314
1722008269651,0.013425,0.005569,0.006315
1722008270677,0.008679,-0.002529,-0.003663
1722008271536,0.012218,0.012022,0.004988
1722008272538,0.003084,0.012727,0.007906
1722008273390,2.201881,0.056853,0.023865
1722008274427,5.188679,0.063539,0.007348
1722008275316,-0.028287,0.00219,-0.017821
1722008276579,0.02087,-0.007641,0.007741
1722008277654,0.02655,0.003978,0.002338
1722008278653,-0.001545,0.002977,0.005382
1722008279510,-0.014523,-0.002922,-0.011529
1722008280544,0.005471,0.022273,0.022622
1722008281706,4.957444,0.066291,0.015999
1722008282696,1.801152,0.022246,0.001842
1722008283549,-0.041859,0.002387,0.002338
1722008284569,0.015758,0.016741,0.005382
1722008285400,0.010646,-0.006461,-0.017821
1722008286422,0.011039,0.00101,0.012067
1722008287207,0.015758,0.013595,0.006955
1722008288684,0.013005,0.012415,0.004202
1722008288889,0.018118,-0.003709,0.008528
1722008290537,0.710252,0.065505,0.013247
1722008290749,3.535025,0.070224,0.005775
1722008292692,0.012232,-0.09784,-0.041014
1722008293552,0.014185,0.030505,0.009314
1722008294542,-0.000366,0.000224,-0.011135
1722008295269,0.010252,0.013989,0.026617
1722008296245,-0.005478,0.007303,-0.000124
1722008297114,0.020084,-0.007248,-0.007203
1722008298141,0.015365,0.010448,0.003808
1722008299649,0.010646,0.008089,-0.002484
1722008300658,0.924578,0.043089,0.012067
1722008301476,2.345027,0.03837,0.015606
1722008302513,0.583623,0.010842,0.008921
1722008303719,0.015758,-0.003708,-0.007596
1722008304752,0.016544,-0.004495,-0.000124
1722008305602,0.031882,0.025786,0.002629
1722008306633,0.029129,0.005336,-0.009562
1722008307453,0.01851,0.001404,0.003808
1722008308478,0.006713,0.017527,0.005381
1722008309220,0.607219,0.029325,0.018359
1722008310699,5.421489,0.098146,0.021112
1722008311517,1.065758,0.042302,0.003022
1722008312550,0.009466,-0.004888,0.004988
1722008313409,-0.002725,0.045449,0.006168
1722008314706,0.000814,0.026572,0.003022
1722008315469,0.032275,0.042696,0.006168
1722008316445,-0.005478,0.064718,0.008528
1722008317241,0.854578,0.039943,0.007741
1722008318254,2.652161,0.058426,0.004202
1722008319131,0.032668,0.004943,0.000269
1722008320113,0.011039,0.045449,0.012067
1722008320940,0.02087,0.048595,0.001842
1722008322891,0.017724,0.026572,-0.000124
1722008323785,0.023623,0.027752,0.009707
1722008324786,0.00514,0.03955,-0.002877
1722008325583,0.033454,0.137078,0.006561
1722008326422,4.001433,0.052134,0.008134
1722008327057,1.314691,0.028145,-0.003663
1722008328617,0.010646,-0.030843,-0.010742
1722008328906,0.027162,0.052528,0.004988
1722008329848,0.024959,0.056876,-0.003628
1722008331549,0.007106,0.034831,-0.006023
1722008332579,0.014971,0.012415,0.018359
1722008333402,0.015811,0.072387,0.005122
1722008334648,1.187275,0.07337,0.004202
1722008335728,1.159747,0.018314,-0.000124
1722008336761,0.627275,0.018707,-0.011135
1722008337667,0.037387,-0.151967,0.020325
1722008338614,0.021657,-0.013147,0.003022
1722008339473,0.005073,0.044148,0.001543
1722008340506,0.009466,-0.005675,-0.00327
1722008341712,0.011432,0.00337,-0.017034
