"Time","stdTM5418300110010548962.attitude_q0","stdTM5418300110010548962.attitude_q1","stdTM5418300110010548962.attitude_q2","stdTM5418300110010548962.attitude_q3"
1722008194603,0.619443,0.784811,0.01764,0.007128
1722008195449,0.61941,0.784829,0.017866,0.007431
1722008196472,0.619203,0.784987,0.018005,0.007648
1722008197303,0.619096,0.785065,0.018204,0.007817
1722008198283,0.61706,0.786665,0.018023,0.008424
1722008198853,0.594444,0.803885,0.01838,0.008187
1722008200503,0.581233,0.81349,0.018338,0.008165
1722008201363,0.58103,0.813633,0.018606,0.007762
1722008202696,0.581148,0.813551,0.018369,0.008053
1722008203336,0.581177,0.813531,0.018311,0.008032
1722008204939,0.581021,0.813644,0.018287,0.008044
1722008205757,0.580969,0.813681,0.018264,0.008126
1722008206745,0.579377,0.814816,0.017944,0.008675
1722008207651,0.558938,0.828963,0.018196,0.008788
1722008208601,0.546664,0.837104,0.018408,0.008722
1722008209503,0.546626,0.837115,0.019687,0.007085
1722008210536,0.546735,0.837046,0.019617,0.007111
1722008210744,0.546626,0.837115,0.01969,0.00708
1722008212693,0.546633,0.83711,0.019663,0.007288
1722008213499,0.546641,0.837101,0.019799,0.007288
1722008214523,0.546592,0.837136,0.019691,0.007287
1722008215351,0.546458,0.837229,0.019198,0.007907
1722008216375,0.539416,0.841782,0.019143,0.008143
1722008217163,0.511345,0.859114,0.019564,0.008109
1722008218681,0.510593,0.859559,0.019773,0.007847
1722008218882,0.510565,0.85957,0.02001,0.007872
1722008220534,0.510477,0.859614,0.020223,0.008185
1722008221697,0.510302,0.859715,0.020279,0.008463
1722008222729,0.510223,0.859762,0.020222,0.008562
1722008223496,0.510086,0.85984,0.020322,0.00859
1722008224521,0.509921,0.859941,0.019875,0.009294
1722008225264,0.498929,0.866361,0.02001,0.009446
1722008226867,0.480311,0.876811,0.020312,0.009553
1722008227106,0.472888,0.880832,0.020448,0.009646
1722008228674,0.472985,0.880774,0.020557,0.010039
1722008229535,0.473046,0.880733,0.020798,0.010272
1722008229860,0.472926,0.88079,0.020981,0.010454
1722008230769,0.472836,0.880835,0.021025,0.01068
1722008232681,0.472666,0.880927,0.02099,0.010706
1722008233585,0.472691,0.880912,0.021026,0.010787
