"Time","X","Y","Z"
1722011916808,0.024419,-0.997105,-0.072011
1722011918625,0.029238,-0.996992,-0.071773
1722011921174,0.097395,-0.992688,-0.071315
1722011923021,0.101363,-0.991984,-0.075451
1722011924839,0.116561,-0.990458,-0.073534
1722011927025,0.173092,-0.982419,-0.069943
1722011928775,0.173412,-0.982414,-0.069215
1722011931174,0.184251,-0.980501,-0.068337
1722011932973,0.260845,-0.962784,-0.070759
1722011935001,0.2596,-0.963223,-0.069354
1722011936863,0.322939,-0.944038,-0.067099
1722011939007,0.353663,-0.932999,-0.066598
1722011940818,0.356733,-0.931783,-0.067244
1722011942625,0.450687,-0.88996,-0.069661
1722011944461,0.450276,-0.890317,-0.06773
1722011946710,0.497784,-0.864657,-0.067671
1722011948425,0.498686,-0.864196,-0.06691
1722011950940,0.51945,-0.851655,-0.069686
1722011952770,0.523418,-0.848995,-0.072403
1722011954929,0.526745,-0.846965,-0.072036
1722011957039,0.53292,-0.843081,-0.072188
1722011958855,0.534103,-0.842383,-0.071584
1722011960586,0.527716,-0.846161,-0.074345
1722011962429,0.530804,-0.84391,-0.077865
1722011964931,0.526051,-0.846852,-0.078175
1722011967306,0.524839,-0.847708,-0.077041
1722011968903,0.523256,-0.848634,-0.077616
1722011970701,0.524268,-0.847805,-0.079808
1722011973383,0.889868,-0.443984,-0.104944
1722011975156,0.893876,-0.436228,-0.103395
1722011976970,0.893132,-0.438259,-0.101214
1722011978754,0.930539,-0.352458,-0.099346
1722011980612,0.930872,-0.351724,-0.098827
1722011982910,0.960182,-0.261104,-0.099378
1722011984747,0.960823,-0.257578,-0.102337
1722011986545,0.963313,-0.248544,-0.101258
1722011988889,0.977925,-0.18242,-0.101906
1722011990678,0.978838,-0.178424,-0.100207
1722011992574,0.991242,-0.084841,-0.101196
1722011994774,0.991186,-0.084822,-0.101758
1722011996555,0.993434,-0.046773,-0.104413
1722011999184,0.993878,0.032792,-0.105504
1722012001059,0.994091,0.031336,-0.103929
1722012002876,0.994203,0.030776,-0.103025
