sep=,
"Time","stdTM5418300110010548962.mean","stdTM5418300110010548962.mean","stdTM5418300110010548962.mean"
1720438602000,-0.043324,-0.981316,0.18746
1720438604000,-0.042707,-0.981439,0.18696
1720438606000,-0.043056,-0.981575,0.186162
1720438608000,-0.044238,-0.981428,0.186659
1720438610000,,,
1720438612000,-0.0427535,-0.9813700000000001,0.187309
1720438614000,-0.042884,-0.981365,0.187308
1720438616000,-0.043034,-0.981408,0.187049
1720438618000,-0.043629,-0.981254,0.187716
1720438620000,-0.043179,-0.98155,0.186268
1720438622000,-0.043261,-0.981331,0.187398
1720438624000,-0.043794,-0.981453,0.186633
1720438626000,,,
1720438628000,-0.043028,-0.9813765,0.18721
1720438630000,,,
1720438632000,-0.042998,-0.981451,0.186828
1720438634000,-0.042129,-0.981362,0.187493
1720438636000,-0.042621,-0.981525,0.186525
1720438638000,-0.042354,-0.981836,0.184942
1720438640000,-0.040809,-0.982017,0.184331
1720438642000,-0.039412,-0.982417,0.18249
1720438644000,-0.038799,-0.982557,0.181868
1720438646000,,,
1720438648000,-0.040014,-0.982352,0.18271
1720438650000,-0.03968,-0.982264,0.183256
1720438652000,,,
1720438654000,-0.041169,-0.982051,0.184066
1720438656000,-0.0413805,-0.9819605,0.1845005
1720438658000,-0.042133,-0.981812,0.18512
1720438660000,,,
1720438662000,-0.042857,-0.9805900000000001,0.1912615
1720438664000,-0.04198,-0.977075,0.208717
1720438666000,,,
1720438668000,-0.041406,-0.971033,0.235332
1720438670000,,,
1720438672000,-0.042002,-0.970862,0.23592849999999999
1720438674000,-0.041151,-0.964588,0.260533
1720438676000,-0.009222,-0.526161,0.850335
1720438678000,-0.012946,-0.52438,0.851386
1720438680000,-0.012376,-0.522254,0.8527
1720438682000,-0.011469,-0.524818,0.851138
1720438684000,,,
1720438686000,-0.014597,-0.522623,0.852439
1720438688000,-0.015207,-0.520966,0.853442
1720438690000,-0.015642,-0.520314,0.853832
1720438692000,-0.0155645,-0.520822,0.8535225
1720438694000,-0.015202,-0.520512,0.853719
1720438696000,-0.015467,-0.521832,0.852908
1720438698000,-0.015328,-0.521738,0.852968
1720438700000,,,
1720438702000,-0.014235999999999999,-0.5230699999999999,0.85217
1720438704000,,,
1720438706000,-0.01515,-0.522122,0.852736
1720438708000,-0.012272,-0.522434,0.852591
1720438710000,-0.007878,-0.552344,0.833579
1720438712000,-0.007921,-0.553516,0.832801
1720438714000,-0.008583,-0.55307,0.83309
1720438716000,-0.00491,-0.577325,0.8165
1720438718000,-0.003401,-0.577867,0.816124
1720438720000,-0.004649,-0.576928,0.816782
1720438722000,-0.005096,-0.57709,0.816664
1720438724000,,,
1720438726000,-0.004834,-0.576596,0.817015
1720438728000,,,
1720438730000,-0.014133,-0.525938,0.850406
1720438732000,-0.038746,-0.98093,0.190459
1720438734000,-0.037637,-0.96788,0.248579
1720438736000,-0.015401,-0.53784,0.842906
1720438738000,-0.010525,-0.549439,0.835468
1720438740000,-0.009658,-0.550009,0.835103
1720438742000,-0.007854,-0.549854,0.835224
1720438744000,,,
1720438746000,-0.007325,-0.553176,0.833032
1720438748000,-0.0053105,-0.565359,0.8248275
1720438750000,-0.005804,-0.564064,0.825711
1720438752000,-0.007038,-0.582701,0.812656
1720438754000,-0.007225,-0.608449,0.79356
1720438756000,-0.005902,-0.614038,0.789255
1720438758000,-0.005265,-0.613661,0.789552
1720438760000,,,
1720438762000,-0.003967,-0.605464,0.7957515
1720438764000,,,
1720438766000,-0.0026975000000000002,-0.590659,0.8069155
1720438768000,-0.002555,-0.586826,0.809709
1720438770000,-0.004136,-0.587597,0.809143
1720438772000,-0.003357,-0.586982,0.809593
1720438774000,,,
1720438776000,-0.001817,-0.5308390000000001,0.847471
1720438778000,,,
1720438780000,-0.0024955,-0.530618,0.8476075000000001
1720438782000,-0.002392,-0.468492,0.883465
1720438784000,-0.003097,-0.45228,0.89187
1720438786000,-0.005071,-0.449096,0.893469
1720438788000,,,
1720438790000,-0.0041045000000000005,-0.45076099999999997,0.8926345
1720438792000,-0.002747,-0.452072,0.891977
1720438794000,-0.000568,-0.396748,0.917927
1720438796000,0.001137,-0.397207,0.917728
1720438798000,,,
1720438800000,0.000748,-0.395955,0.91827
1720438802000,,,
1720438804000,-0.0001115,-0.330307,0.943868
1720438806000,-0.000972,-0.326924,0.94505
1720438808000,-0.003814,-0.266814,0.963741
1720438810000,-0.008087,-0.265203,0.964159
1720438812000,-0.009218,-0.262895,0.96478
1720438814000,-0.008021,-0.264311,0.964404
1720438816000,-0.007858,-0.265088,0.964192
1720438818000,-0.007742,-0.265677,0.964031
1720438820000,-0.003994,-0.291819,0.956465
1720438822000,-0.002946,-0.534376,0.845242
1720438824000,-0.005455,-0.589805,0.807527
1720438826000,-0.003722,-0.586889,0.809659
1720438828000,-0.004224,-0.588318,0.808618
1720438830000,-0.003836,-0.588262,0.808661
1720438832000,-0.004442,-0.588612,0.808404
1720438834000,-0.004051,-0.589186,0.807987
1720438836000,,,
1720438838000,-0.004488,-0.5877915,0.8089999999999999
1720438840000,-0.003699,-0.57328,0.819351
1720438842000,-0.049142,-0.994777,-0.089464
1720438844000,-0.049187,-0.994734,-0.089911
1720438846000,,,
1720438848000,-0.0491775,-0.9947615000000001,-0.08961749999999999
1720438850000,-0.050053,-0.994713,-0.089672
1720438852000,-0.049059,-0.994747,-0.089842
1720438854000,-0.05017,-0.99475,-0.08919
1720438856000,-0.048893,-0.994767,-0.089712
1720438858000,-0.049444,-0.994768,-0.089397
1720438860000,-0.048989,-0.994768,-0.089652
1720438862000,-0.048859,-0.994732,-0.090121
1720438864000,-0.04894,-0.994739,-0.089997
1720438866000,,,
1720438868000,-0.0497645,-0.994704,-0.089924
1720438870000,-0.049773,-0.994623,-0.090817
1720438872000,-0.04936,-0.994755,-0.089588
1720438874000,-0.049578,-0.994709,-0.089978
1720438876000,-0.048844,-0.994729,-0.090161
1720438878000,-0.049277,-0.994559,-0.091784
1720438880000,,,
1720438882000,-0.048559,-0.9946725,-0.0909335
1720438884000,-0.049402,-0.994699,-0.09019
1720438886000,-0.049392,-0.994655,-0.090674
1720438888000,-0.049679,-0.994613,-0.09098
1720438890000,,,
1720438892000,-0.049986,-0.994617,-0.090761
1720438894000,,,
1720438896000,-0.0497445,-0.994641,-0.09063750000000001
1720438898000,-0.049909,-0.994717,-0.089703
1720438900000,-0.048979,-0.994712,-0.090273
1720438902000,-0.049508,-0.994715,-0.089955
1720438904000,-0.049745,-0.994709,-0.08989
1720438906000,-0.049407,-0.994756,-0.089547
1720438908000,-0.050403,-0.99462,-0.090507
1720438910000,,,
1720438912000,-0.049087500000000006,-0.9947245,-0.0900755
1720438914000,,,
1720438916000,-0.047743999999999995,-0.9946325,-0.091797
1720438918000,-0.046955,-0.994601,-0.092547
1720438920000,-0.046892,-0.994519,-0.093453
1720438922000,-0.046154,-0.994561,-0.093373
1720438924000,-0.046052,-0.994528,-0.093772
1720438926000,,,
1720438928000,-0.045743,-0.994537,-0.09383
1720438930000,-0.045557,-0.994539,-0.093893
1720438932000,-0.044682,-0.9945364999999999,-0.0943425
1720438934000,-0.046718,-0.994669,-0.091931
1720438936000,-0.047881,-0.99466,-0.091426
1720438938000,-0.048917,-0.994645,-0.091045
1720438940000,-0.048678,-0.994703,-0.090538
1720438942000,-0.048451,-0.994769,-0.089924
1720438944000,-0.04815,-0.994734,-0.090479
1720438946000,,,
1720438948000,-0.049012,-0.9947445,-0.0898965
1720438950000,,,
1720438952000,-0.0495245,-0.9947225,-0.08986050000000001
1720438954000,-0.049465,-0.994743,-0.089665
1720438956000,-0.049773,-0.994692,-0.090057
1720438958000,-0.049291,-0.994658,-0.0907
1720438960000,-0.049063,-0.994787,-0.089399
1720438962000,-0.049661,-0.994677,-0.090287
1720438964000,-0.048958,-0.994708,-0.090324
1720438966000,-0.048199,-0.994789,-0.089841
1720438968000,,,
1720438970000,-0.048992,-0.994657,-0.09086649999999999
1720438972000,-0.045415,-0.994636,-0.09293
1720438974000,-0.044837,-0.994479,-0.094879
1720438976000,-0.045225,-0.994438,-0.095119
1720438978000,-0.046259,-0.994425,-0.09476
1720438980000,-0.044802,-0.994568,-0.093957
1720438982000,-0.045258,-0.994546,-0.093966
1720438984000,-0.046045,-0.994694,-0.091994
1720438986000,,,
1720438988000,-0.048834,-0.994626,-0.091295
1720438990000,-0.048923499999999995,-0.9946915000000001,-0.090528
1720438992000,-0.051042,-0.994661,-0.089691
1720438994000,-0.051128,-0.994568,-0.090667
1720438996000,-0.04975,-0.994682,-0.09018
1720438998000,-0.047896,-0.994759,-0.090337
1720439000000,-0.048313,-0.994599,-0.091867
1720439002000,,,
1720439004000,-0.049291,-0.994578,-0.091566
1720439006000,-0.047478,-0.994601,-0.092278
1720439008000,-0.047424,-0.994511,-0.093272
1720439010000,-0.045886,-0.994582,-0.093284
1720439012000,-0.045667,-0.99448,-0.094463
1720439014000,-0.044717,-0.994493,-0.094784
1720439016000,-0.045915,-0.994625,-0.092805
1720439018000,-0.04785,-0.994697,-0.091038
1720439020000,-0.049428,-0.994657,-0.090628
1720439022000,,,
1720439024000,-0.048175,-0.994747,-0.090321
1720439026000,-0.049416,-0.994672,-0.090477
1720439028000,-0.050418,-0.994664,-0.090011
1720439030000,-0.049423999999999996,-0.9946729999999999,-0.090459
1720439032000,-0.049479,-0.994711,-0.090016
1720439034000,-0.049599,-0.994674,-0.090348
1720439036000,-0.049463,-0.994717,-0.089957
1720439038000,-0.049429,-0.994621,-0.091032
1720439040000,-0.048617,-0.994653,-0.091114
1720439042000,,,
1720439044000,-0.047635,-0.994552,-0.0927155
1720439046000,-0.047372,-0.994548,-0.092894
1720439048000,-0.04617,-0.994613,-0.09281
1720439050000,-0.04521,-0.994464,-0.094857
1720439052000,-0.046693,-0.994554,-0.093181
1720439054000,-0.049256,-0.994642,-0.090894
1720439056000,-0.050081,-0.99459,-0.091008
1720439058000,-0.050048,-0.994587,-0.091055
1720439060000,-0.049283,-0.994721,-0.090011
1720439062000,,,
1720439064000,-0.049392,-0.9946444999999999,-0.090791
1720439066000,-0.049329,-0.99467,-0.09054
1720439068000,-0.049653,-0.994665,-0.090419
1720439070000,-0.04978,-0.994693,-0.090049
1720439072000,-0.048715,-0.994716,-0.090373
1720439074000,-0.049241,-0.994679,-0.09049
1720439076000,-0.049258,-0.994738,-0.089834
1720439078000,,,
1720439080000,-0.04913,-0.9946765,-0.09058
1720439082000,,,
1720439084000,-0.049848500000000004,-0.9946265,-0.0907325
1720439086000,-0.049987,-0.994691,-0.08995
1720439088000,-0.049872,-0.994685,-0.090081
1720439090000,-0.049788,-0.994632,-0.090706
1720439092000,-0.049039,-0.994654,-0.090874
1720439094000,,,
1720439096000,-0.049281500000000006,-0.9946265,-0.09104599999999999
1720439098000,,,
1720439100000,-0.048346,-0.994722,-0.090499
1720439102000,,,
1720439104000,-0.047375,-0.994748,-0.090737
1720439106000,-0.047376,-0.994753,-0.09068
1720439108000,-0.047663,-0.994835,-0.08962
1720439110000,-0.048585,-0.994759,-0.08997
1720439112000,-0.048652,-0.994807,-0.0894
1720439114000,,,
1720439116000,-0.044028,-0.998887,-0.016895
1720439118000,,,
1720439120000,-0.0457645,-0.99715,0.059917
1720439122000,-0.042289,-0.968041,0.247199
1720439124000,-0.009624,-0.521734,0.853054
1720439126000,-0.007835,-0.549441,0.835496
1720439128000,,,
1720439130000,-0.007185499999999999,-0.5819894999999999,0.8131145
1720439132000,-0.007309,-0.581753,0.813333
1720439134000,,,
1720439136000,-0.005985,-0.4747575,0.8783194999999999
1720439138000,,,
1720439140000,-0.007653999999999999,-0.293618,0.951913
1720439142000,-0.009318,-0.052451,0.99858
1720439144000,-0.007127,0.017697,0.999818
1720439146000,-0.00626,0.078426,0.9969
1720439148000,-0.006046,0.157964,0.987426
1720439150000,-0.005537,0.273451,0.96187
1720439152000,-0.007096,0.411225,0.911506
1720439154000,,,
1720439156000,-0.0029955,0.5377244999999999,0.8420835
1720439158000,-0.002972,0.63671,0.771098
1720439160000,-0.004938,0.638132,0.769911
1720439162000,-0.006364,0.655206,0.755424
1720439164000,-0.001319,0.89264,0.450768
1720439166000,-0.000806,0.956642,0.291265
1720439168000,-0.003921,0.978936,0.204131
1720439170000,0.001482,0.999368,-0.035522
1720439172000,-0.000534,0.984478,-0.175508
1720439174000,,,
1720439176000,-0.0059355,0.872214,-0.47323899999999997
1720439178000,-0.034126,0.793183,-0.608027
1720439180000,0.350912,0.114152,-0.929425
1720439182000,0.268987,0.116785,-0.956037
1720439184000,0.005956,0.095882,-0.995375
1720439186000,,,
1720439188000,-0.20976100000000003,0.108472,-0.9697695
1720439190000,,,
1720439192000,0,0,0
1720439194000,,,
1720439196000,0,0,0
1720439198000,-0.058231,-0.916451,-0.395887
1720439200000,-0.042612,-0.998361,-0.038213
1720439202000,-0.042989,-0.998709,-0.027045
1720439204000,-0.044343,-0.992032,0.117924
1720439206000,,,
1720439208000,-0.005403000000000001,-0.5703715,0.8209955
1720439210000,,,
1720439212000,-0.000338,-0.4139705,0.905754
1720439214000,-0.007418,-0.105775,0.994362
1720439216000,-0.006881,0.131898,0.991239
1720439218000,-0.006963,0.130894,0.991372
1720439220000,,,
1720439222000,-0.007171,0.132774,0.99112
1720439224000,-0.008426,0.135109,0.990795
1720439226000,,,
1720439228000,-0.010545,0.135326,0.990745
1720439230000,,,
1720439232000,-0.0070395,0.132164,0.991202
1720439234000,-0.003613,0.131723,0.99128
1720439236000,-0.004853,0.132601,0.991158
1720439238000,-0.004707,0.131564,0.991297
1720439240000,-0.005041,0.130036,0.991497
1720439242000,-0.005718,0.132134,0.991215
1720439244000,-0.006009,0.131012,0.991363
1720439246000,,,
1720439248000,-0.004951,0.131757,0.9912695
1720439250000,,,
1720439252000,-0.005423,0.1305845,0.9914225
1720439254000,,,
1720439256000,-0.0044855,0.1313015,0.9913325
1720439258000,-0.00475,0.131489,0.991306
1720439260000,-0.004115,0.131416,0.991319
1720439262000,-0.004712,0.131196,0.991345
1720439264000,-0.005222,0.13119,0.991343
1720439266000,-0.006037,0.131724,0.991268
1720439268000,-0.00486,0.13096,0.991376
1720439270000,-0.006086,0.131717,0.991269
1720439272000,,,
1720439274000,-0.002939,0.066371,0.4955665
1720439276000,0,0,0
1720439278000,0,0,0
1720439280000,0,0,0
1720439282000,,,
1720439284000,0.0181765,0.0275245,0.498911
1720439286000,,,
1720439288000,0.0415305,0.0587225,0.99741
1720439290000,0.184367,0.064239,0.980756
1720439292000,0.318807,0.066869,0.945458
1720439294000,0.428668,0.072577,0.900542
1720439296000,0.537328,0.081128,0.839463
1720439298000,0.616667,0.08856,0.782227
1720439300000,0.895896,0.005196,0.444233
1720439302000,0.942044,0.004867,0.335453
1720439304000,0.998297,0.04379,0.03855
1720439306000,0.99486,0.046094,-0.090158
1720439308000,0.954221,0.065619,-0.291816
1720439310000,0.917577,0.080352,-0.389352
1720439312000,0.903316,0.08048,-0.421358
1720439314000,0.849632,0.083199,-0.520773
1720439316000,0.783313,0.088811,-0.61525
1720439318000,0.762771,0.101458,-0.63866
1720439320000,,,
1720439322000,0.060591,-0.38778999999999997,-0.918661
1720439324000,,,
1720439326000,0.0756435,-0.3156025,-0.9453199999999999
1720439328000,0.084227,-0.259367,-0.962099
1720439330000,0.068036,-0.039287,-0.996909
1720439332000,0.053839,0.10706,-0.992794
1720439334000,0.048645,0.29401,-0.954564
1720439336000,0,0,0
1720439338000,0,0,0
1720439340000,,,
1720439342000,0,0,0
1720439344000,0,0,0
1720439346000,0,0,0
1720439348000,0,0,0
1720439350000,-0.868541,0.026007,-0.494935
1720439352000,-0.912027,0.029057,-0.4091
1720439354000,-0.965371,0.022243,-0.259931
1720439356000,-0.998825,0.016921,-0.045416
1720439358000,,,
1720439360000,-0.926365,0.002357,0.376621
1720439362000,-0.855991,-0.001582,0.516988
1720439364000,-0.621371,0.054574,0.781613
1720439366000,-0.564726,0.053167,0.823564
1720439368000,-0.50169,0.050158,0.863592
1720439370000,,,
1720439372000,-0.2658855,0.058498999999999995,0.9575805
1720439374000,0.044602,0.059372,0.997239
1720439376000,,,
1720439378000,0.337879,0.065914,0.938879
1720439380000,,,
1720439382000,0.4979385,0.0769625,0.861876
1720439384000,0.608607,0.085738,0.788826
1720439386000,0.894348,0.003498,0.447358
1720439388000,0.961088,0.004905,0.276199
1720439390000,0.99499,0.038386,0.092313
1720439392000,0.99656,0.040965,-0.072046
1720439394000,,,
1720439396000,0.992973,0.043288,-0.11014
1720439398000,0.992791,0.043938,-0.111512
1720439400000,0.99287,0.042619,-0.111324
1720439402000,0.992577,0.045269000000000004,-0.112874
1720439404000,0.992672,0.044502,-0.11235
1720439406000,0.992968,0.043529,-0.110087
1720439408000,0.992991,0.041802,-0.110551
1720439410000,,,
1720439412000,0.9931570000000001,0.042384,-0.1088235
1720439414000,,,
1720439416000,0.9932385,0.0410435,-0.108591
1720439418000,,,
1720439420000,0.993164,0.042642,-0.108663
1720439422000,0.9928545,0.043293,-0.1111995
1720439424000,,,
1720439426000,0.9925895,0.045127,-0.11282700000000001
1720439428000,0.992781,0.045839,-0.110837
1720439430000,0.99309,0.042569,-0.10936
1720439432000,,,
1720439434000,0.993178,0.041087,-0.109131
1720439436000,0.993294,0.041357,-0.107964
1720439438000,0.9931905000000001,0.041518,-0.1088485
1720439440000,0.993318,0.041417,-0.107721
1720439442000,0.993039,0.041687,-0.110167
1720439444000,0.993008,0.042765,-0.110026
1720439446000,0.992864,0.042705,-0.11134
1720439448000,,,
1720439450000,0.992853,0.044416,-0.110774
1720439452000,0.992851,0.043865,-0.11101
1720439454000,0.992721,0.044274,-0.112005
1720439456000,0.992721,0.044144,-0.112052
1720439458000,0.9925235,0.0456415,-0.1132
1720439460000,0.992817,0.044509,-0.111059
1720439462000,0.993216,0.040886,-0.108863
1720439464000,0.993124,0.041494,-0.109468
1720439466000,0.993189,0.040852,-0.109118
1720439468000,0.993271,0.041366,-0.108171
1720439470000,0.993346,0.042478,-0.107051
1720439472000,,,
1720439474000,0.9930585000000001,0.042825,-0.109548
1720439476000,,,
1720439478000,0,0,0
1720439480000,0,0,0
1720439482000,,,
1720439484000,0.993269,0.040785,-0.1084125
1720439486000,0.993271,0.040528,-0.10849
1720439488000,,,
1720439490000,,,
1720439492000,0.993179,0.041427,-0.108996
1720439494000,0.993106,0.041958,-0.109458
1720439496000,0.993091,0.04227,-0.109474
1720439498000,0.992859,0.042699,-0.111387
1720439500000,0.9926155,0.045771,-0.1123355
1720439502000,0.993157,0.042911,-0.108621
1720439504000,0.993283,0.042491,-0.107623
1720439506000,0.993203,0.041445,-0.108763
1720439508000,,,
1720439510000,0.9932825000000001,0.041165,-0.108147
1720439512000,,,
1720439514000,0.9932315,0.0406885,-0.108786
1720439516000,,,
1720439518000,0.993259,0.041979,-0.108052
1720439520000,0.993112,0.042952000000000004,-0.109011
1720439522000,0.993088,0.04218,-0.109531
1720439524000,,,
1720439526000,0.9930035,0.043525999999999995,-0.10977
1720439528000,,,
1720439530000,0.992972,0.0438945,-0.109909
1720439532000,0.992781,0.04563,-0.11092
1720439534000,,,
1720439536000,0.9927295,0.0458415,-0.11128650000000001
1720439538000,0.993289,0.041814,-0.107832
1720439540000,0.993201,0.042526,-0.108364
1720439542000,0.993241,0.041553,-0.108376
1720439544000,,,
1720439546000,0.993178,0.04109,-0.10913
1720439548000,0.993255,0.042146,-0.108017
1720439550000,0.9932345,0.042008500000000004,-0.10825699999999999
1720439552000,0.993038,0.043833,-0.109339
1720439554000,0.992974,0.043885,-0.109897
1720439556000,0.992873,0.04346,-0.110975
1720439558000,0.992658,0.044851,-0.112333
1720439560000,0.992575,0.045184,-0.112927
1720439562000,0.992847,0.04542,-0.110419
1720439564000,,,
1720439566000,0.993231,0.041884,-0.108342
1720439568000,,,
1720439570000,0.9931235,0.041957999999999995,-0.10928850000000001
1720439572000,0.993106,0.042254,-0.109339
1720439574000,0.993091,0.041741,-0.109672
1720439576000,0.993194,0.042281,-0.108528
1720439578000,,,
1720439580000,0.9931215,0.0426675,-0.109036
1720439582000,,,
1720439584000,0.992958,0.042533,-0.110571
1720439586000,0.993004,0.042335,-0.11022850000000001
1720439588000,0.992895,0.04377,-0.110648
1720439590000,0.992842,0.043974,-0.111044
1720439592000,0.992776,0.044484,-0.111428
1720439594000,,,
1720439596000,0.9925664999999999,0.045552999999999996,-0.112851
1720439598000,0.992517,0.047087,-0.112663
1720439600000,,,
1720439602000,0.992949,0.044733,-0.109777
1720439604000,,,
1720439606000,0.9930730000000001,0.0428445,-0.10941100000000001
1720439608000,,,
1720439610000,0.9930865,0.042374999999999996,-0.1094725
1720439612000,0.993121,0.04156,-0.109465
1720439614000,0.993219,0.04252,-0.1082
1720439616000,0.993118,0.0422,-0.109248
1720439618000,,,
1720439620000,0.993235,0.041134,-0.108595
1720439622000,0.993245,0.041562,-0.108334
1720439624000,0.993139,0.04101,-0.109514
1720439626000,0.992956,0.042603,-0.110556
1720439628000,,,
1720439630000,0.9930825,0.0430315,-0.109243
1720439632000,0.99294,0.044157,-0.110096
1720439634000,0.992542,0.044815,-0.113368
1720439636000,,,
1720439638000,0.992436,0.045998,-0.113822
1720439640000,0.992919,0.043782,-0.11043
1720439642000,0.992963,0.044142,-0.109892
1720439644000,0.993081,0.041828,-0.109731
1720439646000,0.993016,0.0423105,-0.1101315
1720439648000,0.99312,0.041998,-0.109316
1720439650000,0.993084,0.042954,-0.109262
1720439652000,0.99306,0.04251,-0.109656
1720439654000,0.993103,0.042397,-0.109307
1720439656000,,,
1720439658000,0.993028,0.042306,-0.110022
1720439660000,,,
1720439662000,0.9930435,0.0436835,-0.1093375
1720439664000,,,
1720439666000,0.9930194999999999,0.0435885,-0.109596
1720439668000,0.992894,0.044869,-0.110216
1720439670000,0.992997,0.042341,-0.11029
1720439672000,0.993039,0.042127,-0.109997
1720439674000,0.993035,0.043768,-0.109391
1720439676000,,,
1720439678000,0.992905,0.044193,-0.110392
1720439680000,0.992794,0.044429,-0.111294
1720439682000,0.99271,0.04468,-0.111943
1720439684000,0.992738,0.044871,-0.111618
1720439686000,0.992788,0.044976,-0.111125
1720439688000,0.992918,0.044255,-0.110248
1720439690000,0.992765,0.043975,-0.111734
1720439692000,0.992902,0.043931,-0.110525
1720439694000,,,
1720439696000,0.992772,0.045072,-0.11123
1720439698000,0.992675,0.044686,-0.112247
1720439700000,0.9928835,0.04387,-0.110711
1720439702000,0.992959,0.043585,-0.110148
1720439704000,0.992933,0.043377,-0.110466
1720439706000,0.99302,0.043572,-0.109599
1720439708000,,,
1720439710000,0.993039,0.043678,-0.109389
1720439712000,0.992979,0.043404,-0.110041
1720439714000,0.992978,0.04287,-0.110258
1720439716000,0.992962,0.042957499999999996,-0.1103655
1720439718000,0.992917,0.043791,-0.110447
1720439720000,0.993043,0.043725,-0.10933
1720439722000,0.99302,0.041996,-0.110217
1720439724000,0.993115,0.043191,-0.108891
1720439726000,0.993171,0.041256,-0.109127
1720439728000,0.993007,0.042406,-0.11018
1720439730000,0.992991,0.041508,-0.110658
1720439732000,0.993152,0.040995,-0.109402
1720439734000,,,
1720439736000,0.993112,0.042102,-0.109342
1720439738000,0.9931285,0.0419205,-0.109264
1720439740000,0.993109,0.042357,-0.109275
1720439742000,0.993183,0.042432,-0.108564
1720439744000,,,
1720439746000,0.992846,0.04408,-0.110967
1720439748000,0.992828,0.042626,-0.111692
1720439750000,,,
1720439752000,0.992945,0.0414195,-0.1111015
1720439754000,,,
1720439756000,0.992884,0.042097,-0.111394
1720439758000,0.9928185,0.043022500000000005,-0.1116225
1720439760000,,,
1720439762000,0.9928675,0.042692,-0.1113155
1720439764000,0.992733,0.044157,-0.111948
1720439766000,0.992937,0.041031,-0.111319
1720439768000,,,
1720439770000,0.992762,0.042702,-0.112248
1720439772000,0.992794,0.043404,-0.11169699999999999
1720439774000,0.992591,0.043171,-0.113574
1720439776000,0.992717,0.043359,-0.112401
1720439778000,0.992619,0.042692,-0.113515
1720439780000,,,
1720439782000,0.9925569999999999,0.0451435,-0.113097
1720439784000,0.99253,0.045492,-0.113202
1720439786000,0.992405,0.045918,-0.114118
1720439788000,,,
1720439790000,0.99251,0.045246,-0.113472
1720439792000,0.992311,0.045547,-0.115081
1720439794000,0.992495,0.04572,-0.113417
1720439796000,0.9926740000000001,0.0446555,-0.112265
1720439798000,0.992842,0.042806,-0.111498
1720439800000,0.992791,0.043944,-0.111509
1720439802000,0.992862,0.042272,-0.11153
1720439804000,,,
1720439806000,0.992913,0.041526,-0.111352
1720439808000,0.992966,0.042732,-0.110419
1720439810000,0.9929095,0.0413125,-0.1114635
1720439812000,0.992844,0.042609,-0.111562
1720439814000,0.993046,0.041443,-0.110191
1720439816000,0.993011,0.04097,-0.11068
1720439818000,0.992851,0.041863,-0.111781
1720439820000,0.992742,0.043125,-0.112267
1720439822000,,,
1720439824000,0.992717,0.043771,-0.112237
1720439826000,0.992541,0.044636,-0.113447
1720439828000,0.992236,0.044091,-0.116289
1720439830000,0.992157,0.047378,-0.115664
1720439832000,0.992662,0.042956,-0.113039
1720439834000,0.99294,0.042169,-0.110873
1720439836000,0.992906,0.040403,-0.111823
1720439838000,0.992928,0.041627,-0.11118
1720439840000,0.992815,0.041575,-0.112204
1720439842000,,,
1720439844000,0.992753,0.042455,-0.112423
1720439846000,0.9925,0.04283,-0.114497
1720439848000,0.992497,0.042429,-0.11467
1720439850000,0.9925835000000001,0.0440135,-0.11329449999999999
1720439852000,0.992968,0.041663,-0.110808
1720439854000,0.992845,0.042036,-0.111768
1720439856000,0.99285,0.040197,-0.112395
1720439858000,0.992778,0.041024,-0.112731
1720439860000,0.992889,0.041637,-0.111528
1720439862000,,,
1720439864000,0.992592,0.042821,-0.113704
1720439866000,0.992377,0.043922,-0.115146
1720439868000,,,
1720439870000,0.992257,0.045371999999999996,-0.115617
1720439872000,0.992215,0.046106,-0.115687
1720439874000,,,
1720439876000,0.9927555,0.042706499999999994,-0.112294
1720439878000,,,
1720439880000,0.992832,0.040906,-0.112297
1720439882000,,,
1720439884000,0.992823,0.040092,-0.112673
1720439886000,0.992977,0.040571,-0.11113
1720439888000,0.992749,0.041584,-0.112783
1720439890000,0.9928485,0.0420485,-0.1117225
1720439892000,0.99284,0.042587,-0.111605
1720439894000,,,
1720439896000,0.9925995,0.043357,-0.1134285
1720439898000,0.992346,0.044716,-0.115106
1720439900000,0.992252,0.045131,-0.115759
1720439902000,,,
1720439904000,0.992502,0.043609,-0.114186
1720439906000,0.99296,0.041611,-0.110903
1720439908000,,,
1720439910000,0.992894,0.040778,-0.111798
1720439912000,0.992861,0.041777499999999995,-0.11172
1720439914000,,,
1720439916000,0.9928345000000001,0.040028499999999995,-0.11258599999999999
1720439918000,,,
1720439920000,0.9926145,0.042553999999999995,-0.1136015
1720439922000,,,
1720439924000,0.992445,0.043445,-0.114742
1720439926000,0.99218,0.045736,-0.116131
1720439928000,0.99174,0.045496,-0.119923
1720439930000,,,
1720439932000,0.99154,0.043829,-0.122178
1720439934000,0.991368,0.043662,-0.123622
1720439936000,0,0,0
1720439938000,,,
1720439940000,0,0,0
1720439942000,,,
1720439944000,0,0,0
1720439946000,0,0,0
1720439948000,0.327887,0.113593,-0.937863
1720439950000,0.040546,0.0986475,-0.991769
1720439952000,-0.107035,0.103785,-0.988824
1720439954000,-0.204019,0.108366,-0.972951
1720439956000,,,
1720439958000,0,0,0
1720439960000,0,0,0
1720439962000,0,0,0
1720439964000,0,0,0
1720439966000,0,0,0
1720439968000,,,
1720439970000,-0.480806,0.0114375,-0.1367285
1720439972000,-0.995446,0.017766,-0.093656
1720439974000,,,
1720439976000,-0.969949,0.005544,0.243245
1720439978000,,,
