sep=,
"Time","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_raw_sat_x","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_raw_sat_y","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_raw_sat_z","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_calib_sat_x","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_calib_sat_y","adcs_Raw_Gyro_Mag_Values.mag_rm_vector_calib_sat_z"
1720440383237,13.406452,27.052042,-12.579354,4.843891,32.638504,-13.086871
1720440384479,13.880432,27.1471,-11.680429,5.20769,32.711388,-12.253837
1720440385961,14.467528,27.28043,-10.341505,5.654513,32.813648,-11.011059
1720440387123,14.802149,27.369459,-9.429247,5.906647,32.882313,-10.163234
1720440389798,15.47226,27.633118,-6.621936,6.394894,33.087719,-7.548289
1720440390885,15.59054,27.703224,-5.802581,6.475609,33.142254,-6.783766
1720440392035,15.646879,27.765587,-5.190968,6.510199,33.192257,-6.212653
1720440393762,15.68989,27.913544,-3.657634,6.518397,33.311008,-4.779192
1720440394923,15.615916,28.057201,-2.110538,6.432809,33.426876,-3.330914
1720440396000,15.497638,28.162148,-0.947957,6.318362,33.511841,-2.241549
1720440397309,15.233118,28.298067,0.566022,6.080922,33.622845,-0.821121
1720440399835,14.403009,28.535915,3.513548,5.366767,33.817894,1.949615
1720440400827,14.319569,28.551399,3.760861,5.295853,33.830376,2.182356
1720440402063,13.930322,28.647738,4.701075,4.968277,33.912113,3.068012
1720440403839,11.19226,29.0529,9.295053,2.699279,34.260513,7.409534
1720440404960,10.090322,29.132902,10.618495,1.795403,34.330883,8.665641
1720440405997,9.618495,29.15484,11.13161,1.409364,34.350437,9.153452
1720440407264,8.791828,29.176775,11.935914,0.734691,34.370743,9.919613
1720440409784,6.375484,29.136341,13.865806,-1.229579,34.34005,11.765812
1720440410861,5.31914,29.062799,14.512689,-2.084581,34.278278,12.389162
1720440413923,2.021506,28.713116,15.932044,-4.74284,33.983013,13.774411
1720440417069,-0.898925,28.304081,16.510109,-7.085107,33.63842,14.366485
1720440418593,-2.24,28.105804,16.576342,-8.157363,33.472572,14.451957
1720440419910,-4.346667,27.820648,16.413334,-9.837667,33.237995,14.335987
1720440420774,-4.894624,27.738924,16.323008,-10.273879,33.170635,14.261021
1720440422261,-5.939354,27.625374,16.069679,-11.104636,33.080807,14.041783
1720440424694,-10.815482,27.0886,13.754838,-14.963671,32.665459,11.9584
1720440426159,-11.923442,26.987957,12.861936,-15.834784,32.593445,11.141321
1720440428298,-14.815485,26.784082,9.528172,-18.092899,32.467052,8.068985
1720440429864,-16.456345,26.72645,6.363441,-19.35401,32.458618,5.133337
1720440430767,-17.054192,26.720428,4.620645,-19.804083,32.474171,3.511518
1720440432168,-17.445593,26.725157,2.985376,-20.090816,32.496494,1.986923
1720440433610,-17.792688,26.768599,-0.708387,-20.309122,32.571262,-1.465832
1720440434731,-17.707096,26.810751,-2.56172,-20.211018,32.624607,-3.202627
1720440435894,-17.50882,26.842148,-4.088171,-20.027939,32.664368,-4.635134
1720440437153,-17.074409,26.876986,-6.051613,-19.648882,32.708862,-6.480594
1720440439729,-14.983226,26.960001,-11.032258,-17.895775,32.807678,-11.17793
1720440440590,-14.358712,26.975485,-12.024946,-17.38015,32.824478,-12.117506
1720440442033,-14.338922,26.977207,-12.053334,-17.363871,32.826088,-12.144419
1720440444684,-9.861935,26.929031,-16.772472,-13.704814,32.782658,-16.63442
1720440445758,-8.219356,26.861504,-17.850754,-12.372441,32.716259,-17.669882
1720440447051,-6.835699,26.793119,-18.591398,-11.252699,32.648537,-18.385057
1720440448904,-3.829247,26.622368,-19.670107,-8.828078,32.47683,-19.442099
1720440449937,-3.677419,26.615915,-19.710966,-8.705873,32.469986,-19.482752
1720440450974,-3.646881,26.617634,-19.718279,-8.681336,32.471306,-19.490108
1720440452182,-3.630537,26.623222,-19.726452,-8.668179,32.476234,-19.498074
1720440454809,28.884298,0.737204,-22.887312,17.641102,8.987703,-22.755503
1720440455865,28.854628,1.28129,-22.728172,17.609699,9.474469,-22.610838
1720440457256,28.900639,1.413764,-22.692474,17.644695,9.592517,-22.579332
1720440458640,28.928173,1.56172,-22.676985,17.665092,9.724798,-22.566582
1720440459677,28.923441,1.556989,-22.676987,17.661352,9.7206,-22.566465
1720440461014,28.918707,1.55957,-22.67441,17.657497,9.722936,-22.563999
1720440464846,28.608171,-2.651183,-22.736776,17.449396,5.950524,-22.580223
1720440466098,28.477423,-4.67914,-22.382366,17.357996,4.130113,-22.228434
1720440468636,28.416775,-9.941504,-20.187527,17.323109,-0.60754,-20.126303
1720440469799,28.533764,-11.912688,-18.747097,17.411812,-2.388935,-18.762327
1720440470961,28.665373,-13.35957,-17.383223,17.508551,-3.699638,-17.474878
1720440472730,28.809891,-14.636559,-15.897202,17.612055,-4.859194,-16.074789
1720440473594,28.89419,-15.384085,-14.796128,17.668657,-5.540012,-15.038771
1720440475014,29.031397,-16.24,-13.23656,17.761183,-6.322563,-13.573422
1720440477255,29.205589,-17.212471,-10.885592,17.871576,-7.216956,-11.366758
1720440478357,29.313547,-17.583654,-9.506237,17.939087,-7.562976,-10.073922
1720440480096,29.501507,-17.986664,-6.899356,18.051027,-7.949107,-7.632926
1720440480959,29.551395,-18.009033,-6.336774,18.082041,-7.974594,-7.106863
1720440482207,29.622362,-18.052473,-5.153548,18.120068,-8.024645,-5.999928
1720440484754,30.011612,-17.376776,-0.23828,18.345598,-7.465715,-1.410659
1720440488844,30.588387,-14.616774,5.595698,18.686811,-5.047605,4.017263
1720440490134,30.648172,-14.221507,6.142794,18.722094,-4.698544,4.524985
1720440491038,30.641291,-14.186235,6.212042,18.715136,-4.667462,4.589613
1720440492117,30.80258,-12.805592,7.883871,18.804207,-3.445662,6.139944
1720440493322,30.903221,-11.397849,9.266668,18.849182,-2.196446,7.420435
1720440494873,30.929886,-9.835268,10.534193,18.835384,-0.806676,8.592845
1720440495911,30.900217,-9.088603,11.066667,18.796043,-0.141545,9.085226
1720440496856,30.857635,-8.420645,11.491614,18.748846,0.454077,9.477849
1720440498103,30.769892,-7.48215,12.013334,18.661419,1.291863,9.959414
1720440499785,30.436132,-5.223656,13.025804,18.356861,3.31129,10.892748
1720440500819,30.421078,-5.086882,13.068815,18.342838,3.4337,10.932053
1720440501872,30.371611,-4.908817,13.163873,18.300055,3.592998,11.020272
1720440504958,29.769461,-1.84,13.907526,17.777527,6.343936,11.699151
1720440505992,29.667095,-1.277419,13.933334,17.689945,6.849143,11.720009
1720440506982,29.426235,-0.16,14.005159,17.48562,7.852772,11.781297
1720440508211,29.1957,1.035699,13.933764,17.29114,8.927763,11.707647
1720440509865,28.823229,3.48129,13.427958,16.978449,11.128714,11.218594
1720440510683,28.60817,4.91828,12.947526,16.800722,12.423537,10.759638
1720440511680,28.459354,6.312258,12.312688,16.678904,13.680533,10.155438
1720440512883,28.308817,7.599569,11.608172,16.557831,14.842511,9.486978
1720440514562,28.123873,9.939354,9.862366,16.416256,16.957764,7.834967
1720440515727,28.067953,11.076989,8.766022,16.378635,17.988094,6.799475
1720440516933,28.0357,11.84387,7.875269,16.360085,18.683929,5.959338
1720440519171,28.03054,13.326881,5.867958,16.374605,20.031521,4.067157
1720440521801,28.129032,15.15183,1.935054,16.50005,21.70175,0.367598
1720440522966,28.175056,15.567312,0.540645,16.555574,22.086187,-0.942216
1720440524860,28.322151,16.109247,-2.378064,16.715473,22.596514,-3.681788
1720440526023,28.40172,16.200428,-3.750967,16.800522,22.689638,-4.969152
1720440527099,28.483868,16.188814,-5.230537,16.89032,22.691505,-6.355512
1720440528176,28.566452,16.085159,-6.653332,16.980412,22.610327,-7.687914
1720440529080,28.735485,15.554838,-9.493763,17.16662,22.158249,-10.345104
1720440530372,28.831396,15.083439,-11.018065,17.272453,21.748079,-11.769509
1720440532054,29.049463,13.330324,-14.719138,17.523262,20.206627,-15.222419
1720440532959,29.127739,12.106236,-16.437853,17.62517,19.123386,-16.821901
1720440533949,29.1686,11.089032,-17.605591,17.686285,18.221157,-17.906797
1720440535196,29.195698,10.158709,-18.52516,17.731554,17.394773,-18.759905
1720440536926,29.166454,6.673548,-20.949245,17.779989,14.291211,-20.998058
1720440538002,29.120861,5.194838,-21.656773,17.768789,12.971889,-21.646646
1720440542954,28.904942,1.157419,-22.723869,17.651043,9.362884,-22.606531
1720440544207,28.911394,1.16129,-22.726879,17.656219,9.366322,-22.609488
1720440545841,28.889891,1.146237,-22.726019,17.639141,9.353016,-22.608202
1720440546703,28.91914,1.145377,-22.731609,17.662643,9.35202,-22.613901
1720440547921,28.915266,1.145376,-22.726883,17.659466,9.352015,-22.609413
1720440549892,28.909676,1.151828,-22.724731,17.654898,9.357833,-22.607367
1720440550939,28.910969,1.141935,-22.723871,17.656012,9.348943,-22.606495
1720440552088,28.911829,1.155269,-22.726881,17.656624,9.360918,-22.609444
1720440553124,28.914406,1.154839,-22.714411,17.658487,9.360398,-22.597807
1720440553982,28.914835,1.155699,-22.718712,17.658894,9.361203,-22.601849
1720440555317,28.916992,1.15785,-22.71484,17.660538,9.363078,-22.598278
1720440557989,28.910969,1.16043,-22.714838,17.655693,9.365448,-22.598202
1720440559153,28.909245,1.152688,-22.718277,17.65444,9.358551,-22.601324
1720440560706,28.919138,1.148817,-22.710106,17.662262,9.354917,-22.593801
1720440561567,28.920425,1.16086,-22.724731,17.663416,9.365832,-22.60762
1720440562942,28.902798,1.148387,-22.704514,17.649099,9.354633,-22.588297
1720440565832,28.913118,1.155699,-22.720428,17.657547,9.361234,-22.603428
1720440566735,28.916126,1.145807,-22.717852,17.660004,9.352312,-22.600977
1720440567930,28.919996,1.139785,-22.721718,17.663219,9.34691,-22.604607
1720440569925,28.916553,1.155699,-22.716129,17.660227,9.361164,-22.599459
