sep=,
"Time","adcs_SunVectors.xm_sun_vector_x"
1720439224136,0
1720439226720,0
1720439227925,0
1720439232105,0
1720439233051,0
1720439234133,0
1720439236800,0
1720439238006,0
1720439241624,0
1720439242745,0
1720439244035,0
1720439246838,0
1720439248085,0
1720439249134,0
1720439251834,0
1720439257002,0
1720439258213,0
1720439261740,0
1720439262947,0
1720439266612,0
1720439267772,0
1720439268806,0
1720439269810,0
1720439271650,0
1720439272772,0
1720439273847,0
1720439274926,0
1720439277639,0
1720439278757,0
1720439284181,0
1720439285104,0
1720439287931,0
1720439288950,0
1720439290558,0
1720439291725,0
1720439292886,0
1720439295603,0
1720439296892,0
1720439300555,0
1720439301547,0
1720439302878,0
1720439306802,0
1720439307736,0
1720439311755,0
1720439312789,0
1720439314014,0
1720439316967,0
1720439317829,0
1720439319076,0
1720439321877,0
1720439323038,0
1720439326962,0
1720439329629,0
1720439330795,0
1720439331784,0
1720439332950,0
1720439335617,0
1720439336912,0
1720439340575,0
1720439341952,0
1720439342780,0
1720439343962,0
1720439346519,0
1720439347550,0
1720439352463,-0.884778
1720439353927,-0.912027
1720439354787,-0.936119
1720439356298,-0.965371
1720439358922,-0.999385
1720439360130,-0.990577
1720439361035,-0.961538
1720439364522,-0.835754
1720439365772,-0.809902
1720439372019,0
1720439373181,0
1720439376799,0
1720439378048,0
1720439379000,0
1720439381797,0
1720439382759,0
1720439386839,0
1720439388042,0
1720439389013,0
1720439391579,0
1720439392698,0
1720439394163,0
1720439399378,0
1720439400307,0
1720439403093,0
1720439405747,0
1720439406656,0
1720439407874,0
1720439412030,0
1720439413112,0
1720439414197,0
1720439415829,0
1720439416998,0
1720439418161,0
1720439422173,0
1720439423296,0
1720439425971,0
1720439427091,0
1720439428112,0
1720439430714,0
1720439431977,0
1720439438424,0
1720439439394,0
1720439440835,0
1720439441996,0
1720439442949,0
1720439445747,0
1720439446821,0
1720439448373,0
1720439453542,0
1720439454539,0
1720439456130,0
1720439457334,0
1720439458292,0
1720439459748,0
1720439460952,0
1720439463844,0
1720439464835,0
1720439466037,0
1720439471166,0
1720439472130,0
1720439475000,0
1720439476340,0
1720439480171,0
1720439481253,0
1720439483925,0
1720439485085,0
1720439488708,0
1720439489999,0
1720439491205,0
1720439493604,0
1720439496248,0
1720439497279,0
1720439498441,0
1720439501066,0
1720439502284,0
1720439504858,0
1720439505891,0
1720439507027,0
1720439509983,0
1720439511233,0
1720439512082,0
1720439514850,0
1720439516185,0
1720439521224,0
1720439522387,0
1720439525965,0
1720439527211,0
1720439528138,0
1720439531005,0
1720439531947,0
1720439535956,0
1720439537077,0
1720439539834,0
1720439540914,0
1720439542202,0
1720439547418,0
1720439548343,0
1720439551295,0
1720439553708,0
1720439555000,0
1720439556023,0
1720439559824,0
1720439560989,0
1720439564912,0
1720439566162,0
1720439567150,0
1720439569996,0
1720439571068,0
1720439573701,0
1720439574863,0
1720439575884,0
1720439581066,0
1720439582146,0
1720439583308,0
1720439586021,0
1720439587184,0
1720439589643,0
1720439591105,0
1720439592150,0
1720439593377,0
1720439595973,0
1720439597180,0
1720439600713,0
1720439602049,0
1720439605798,0
1720439607047,0
1720439611096,0
1720439612175,0
1720439613372,0
1720439614891,0
1720439615924,0
1720439617261,0
1720439621139,0
1720439623181,0
1720439624199,0
1720439625059,0
1720439626089,0
1720439628847,0
1720439631044,0
1720439632295,0
1720439634834,0
1720439635869,0
1720439637376,0
1720439639573,0
1720439642415,0
1720439643577,0
1720439644461,0
1720439645947,0
1720439646978,0
1720439648186,0
1720439650728,0
1720439652022,0
1720439656974,0
1720439658181,0
1720439660847,0
1720439662142,0
1720439663077,0
1720439664767,0
1720439665976,0
1720439667095,0
1720439668196,0
1720439669809,0
1720439671057,0
1720439674719,0
1720439676141,0
1720439677080,0
1720439678166,0
1720439680963,0
1720439682170,0
1720439684626,0
1720439686092,0
1720439686960,0
1720439688181,0
1720439690915,0
1720439692080,0
1720439693118,0
1720439696217,0
1720439697116,0
1720439698229,0
1720439701214,0
1720439703627,0
1720439704616,0
1720439705952,0
1720439712026,0
1720439713233,0
1720439714248,0
1720439717109,0
1720439717997,0
1720439719736,0
1720439720858,0
1720439722064,0
1720439723113,0
1720439724692,0
1720439725638,0
1720439727059,0
1720439730809,0
1720439731797,0
1720439733004,0
1720439738090,0
1720439739080,0
1720439741708,0
1720439743129,0
1720439744047,0
1720439745500,0
1720439748172,0
1720439749333,0
1720439751879,0
1720439753038,0
1720439758165,0
1720439759243,0
1720439760361,0
1720439763035,0
1720439764153,0
1720439766782,0
1720439767990,0
1720439773331,0
1720439774183,0
1720439775787,0
1720439776951,0
1720439777992,0
1720439780829,0
1720439781903,0
1720439783025,0
1720439785785,0
1720439786818,0
1720439788370,0
1720439792335,0
1720439793539,0
1720439794450,0
1720439795994,0
1720439797160,0
1720439799786,0
1720439800993,0
1720439806121,0
1720439807196,0
1720439808285,0
1720439811119,0
1720439812107,0
1720439813788,0
1720439814950,0
1720439815987,0
1720439817148,0
1720439819780,0
1720439820939,0
1720439822232,0
1720439827403,0
1720439828353,0
1720439831237,0
1720439833737,0
1720439835115,0
1720439838863,0
1720439839942,0
1720439841067,0
1720439845068,0
1720439846362,0
1720439847366,0
1720439850067,0
1720439851099,0
1720439853687,0
1720439855063,0
1720439858815,0
1720439860103,0
1720439864329,0
1720439865190,0
1720439867472,0
1720439868681,0
1720439869659,0
1720439871090,0
1720439872298,0
1720439875873,0
1720439877037,0
1720439881044,0
1720439882291,0
1720439883273,0
1720439886080,0
1720439887329,0
1720439891246,0
1720439892238,0
1720439893400,0
1720439895984,0
1720439897143,0
1720439899857,0
1720439901150,0
1720439904808,0
1720439906012,0
1720439912303,0
1720439913506,0
1720439916043,0
1720439917122,0
1720439918199,0
1720439921082,0
1720439921979,0
1720439926034,0
1720439927000,0
1720439930171,0
1720439931084,0
1720439932494,0
1720439933661,0
1720439936287,0
1720439937233,0
1720439938394,0
1720439941241,0
1720439942173,0
1720439945115,0
1720439946103,0
1720439947399,0
1720439948645,0
1720439951230,0
1720439952221,0
1720439953362,0
1720439955966,0
1720439957109,0
1720439960014,0
1720439961311,0
1720439966176,0
1720439967382,0
1720439970054,0
1720439971215,-0.929443
1720439972139,-0.961612
1720439974790,-0.999878
1720439976083,-0.994331
1720439981208,-0.895804
1720439983706,-0.825072
1720439985086,-0.775574
1720439986118,-0.762507
1720439987413,-0.779737
1720439988534,-0.785742
1720439989607,-0.786774
1720439992324,-0.857491
1720439993482,-0.849627
1720439996068,0
1720439997276,0
1720440000676,0
1720440001883,0
1720440004770,0
1720440005846,0
1720440006968,0
1720440008047,0
1720440010717,0
1720440011878,0
1720440013301,0
1720440017393,0
1720440018344,0
1720440020794,0
1720440022043,0
1720440024802,0
1720440026005,0
1720440027000,0
1720440028159,0
1720440030745,0
1720440032124,0
1720440033009,0
1720440037254,0
1720440040869,0
1720440041987,0
1720440043084,0
1720440044877,0
1720440047031,0
1720440048020,0
1720440049102,0
1720440052111,0
1720440053023,0
1720440055861,0
1720440057022,0
1720440060169,0
1720440061072,0
1720440062496,0
1720440063614,0
1720440064656,0
1720440067280,0
1720440068398,0
1720440071326,0
1720440072207,0
1720440074729,-0.946047
1720440075892,-0.960032
1720440080114,-0.996158
1720440081062,-0.992429
1720440082123,-0.971587
1720440084768,-0.881418
1720440086057,-0.836504
1720440090284,-0.83217
1720440091015,-0.856277
1720440094288,0
1720440095267,0
1720440097993,0
1720440099197,0
1720440101827,0
1720440102861,0
1720440104327,0
1720440109539,0
1720440110413,0
1720440113031,0
1720440114200,0
1720440116820,0
1720440117980,0
1720440124227,0
1720440125434,0
1720440126477,0
1720440129230,0
1720440130215,0
1720440132715,0
1720440133904,0
1720440139047,0
1720440140298,0
1720440142840,0
1720440144046,0
1720440145210,0
1720440150038,0
1720440151155,0
1720440154690,0
1720440156068,0
1720440161195,0
1720440162316,0
1720440164813,0
1720440165708,0
1720440169378,0
1720440170454,0
1720440173043,0
1720440174249,0
1720440175228,0
1720440178817,0
1720440180064,0
1720440182870,0
1720440184071,0
1720440185080,0
1720440187737,0
1720440188811,0
1720440190110,0
1720440195062,0
1720440196054,0
1720440197259,0
1720440201094,0
1720440202138,0
1720440206089,0
1720440208889,0
1720440210957,0
1720440212626,0
1720440213764,0
1720440216240,0
1720440217891,0
1720440219530,0
1720440221536,0
1720440224794,0
1720440227198,0
1720440228539,0
1720440229560,0
1720440231980,0
1720440233171,0
1720440234314,0
1720440237240,0
1720440238460,0
1720440239646,0
1720440243364,0
1720440245853,0
1720440246898,0
1720440248353,0
1720440252321,0
1720440253267,0
1720440257145,0
1720440258391,0
1720440259555,0
1720440260936,0
1720440262125,0
1720440264858,0
1720440267136,0
1720440268085,0
1720440269440,0
1720440271878,0
1720440273154,0
1720440278342,0
1720440279506,0
1720440280538,0
1720440281959,0
1720440283143,0
1720440285750,0
1720440287129,0
1720440290831,0
1720440291826,0
1720440293072,0
1720440297167,0
1720440298374,0
1720440299498,0
1720440300786,0
1720440302117,0
1720440303074,0
1720440307075,0
1720440308109,0
1720440311945,0
1720440313080,0
1720440318301,0
1720440319301,0
1720440321813,0
1720440323157,0
1720440327110,0
1720440328164,0
1720440329415,0
1720440331934,0
1720440333151,0
1720440334242,0
1720440336849,0
1720440338194,0
1720440340766,0
1720440342234,0
1720440343107,0
1720440344514,0
1720440345694,0
1720440346835,0
1720440348351,0
1720440349554,0
1720440350709,0
1720440352142,0
1720440353349,0
1720440354451,0
1720440355891,0
1720440357065,0
1720440359897,0
1720440360930,0
1720440362110,0
1720440363428,0
1720440364893,0
1720440365928,0
1720440367237,0
1720440371144,0
1720440372398,-0.864275
1720440373469,-0.820922
1720440374804,-0.76037
1720440376098,-0.766316
1720440383271,-0.957853
1720440384514,-0.975346
1720440387256,-0.998718
1720440388363,-0.998886
1720440391002,-0.979221
1720440392070,-0.970087
1720440396170,-0.879455
1720440397347,-0.847945
1720440398523,-0.817863
1720440400955,-0.776969
1720440402109,-0.771555
1720440406166,0
1720440407331,0
1720440408401,0
1720440411077,0
1720440412286,0
1720440414819,0
1720440417285,0
1720440418640,0
1720440420989,0
1720440422308,0
1720440426330,0
1720440427215,0
1720440428332,0
1720440429591,0
1720440430896,0
1720440432203,0
1720440434905,0
1720440436069,0
1720440437199,0
1720440438328,0
1720440440765,0
1720440442140,0
1720440445887,0
1720440447180,0
1720440448329,0
1720440451144,0
1720440452230,0
1720440453476,0
1720440455972,0
1720440457305,0
1720440459848,0
1720440461142,0
1720440462118,0
1720440464974,0
1720440466227,0
1720440467230,0
1720440468854,0
1720440469974,0
1720440471138,0
1720440473764,0
1720440475189,0
1720440476008,0
1720440477425,0
1720440478415,0
1720440481089,0
1720440482336,0
1720440483314,0
1720440486000,0
1720440492331,0
1720440493538,0
1720440496079,0
1720440497072,0
1720440498278,0
1720440500993,0
1720440502024,0
1720440506121,0
1720440507152,0
1720440510817,0
1720440511849,0
1720440513013,0
1720440515942,0
1720440518139,0
1720440519300,0
1720440523136,0
1720440528352,0
1720440529297,0
1720440530549,0
1720440533134,0
1720440534165,0
1720440535328,0
1720440538173,0
1720440539379,0
1720440543129,0
1720440544335,0
1720440546873,0
1720440548082,0
1720440553294,0
1720440554159,0
1720440555536,0
1720440556450,0
1720440559324,0
1720440560229,0
1720440561737,0
1720440563117,0
1720440566909,0
1720440568070,0
1720440573329,0
1720440574489,0
1720440575562,0
1720440578326,0
1720440579426,0
1720440580779,0
1720440582243,0
1720440582978,0
1720440584441,0
1720440585518,0
1720440586624,0
1720440588148,0
1720440589354,0
1720440591985,0
1720440593145,0
1720440599394,0
1720440602063,0
1720440603183,0
1720440605898,0
1720440607233,0
1720440608349,0
1720440612320,0
1720440613444,0
1720440618261,0
1720440619964,0
1720440620848,0
1720440622057,0
1720440626193,0
1720440627223,0
1720440628389,0
1720440631233,0
1720440632230,0
1720440634978,0
1720440636019,0
1720440641183,0
1720440642433,0
