"Time","stdTM5418300110010548962.attitude_q0","stdTM5418300110010548962.attitude_q1","stdTM5418300110010548962.attitude_q2","stdTM5418300110010548962.attitude_q3"
1722006055883,0.64128,0.767209,0.012151,0.001853
1722006056997,0.64125,0.767232,0.012211,0.001864
1722006058420,0.641207,0.767268,0.012205,0.001924
1722006060015,0.641087,0.767368,0.01224,0.001811
1722006060136,0.640809,0.767604,0.011936,0.002404
1722006061862,0.609802,0.792459,0.012025,0.002321
1722006062603,0.595862,0.802993,0.01206,0.002475
1722006063715,0.595795,0.803035,0.012642,0.001707
1722006064452,0.595752,0.803064,0.012865,0.001723
1722006065576,0.595707,0.803097,0.012893,0.001798
1722006066304,0.595636,0.803148,0.012935,0.001956
1722006067417,0.595622,0.803157,0.013006,0.001964
1722006068158,0.595621,0.803159,0.012913,0.002078
1722006069548,0.547314,0.836825,0.012876,0.002152
1722006070615,0.542775,0.839775,0.012973,0.002111
1722006072377,0.543085,0.83957,0.013311,0.002016
1722006073458,0.543002,0.839625,0.013162,0.002289
1722006074233,0.542905,0.839688,0.013141,0.002397
1722006075617,0.542849,0.839723,0.013182,0.002495
1722006076085,0.54285,0.839723,0.013129,0.002471
1722006077852,0.542592,0.83989,0.013089,0.002598
1722006078626,0.50609,0.862377,0.013134,0.002472
1722006079659,0.504154,0.863507,0.013473,0.001883
1722006079819,0.504101,0.863539,0.013391,0.002147
1722006081556,0.503965,0.863617,0.013405,0.002016
1722006081674,0.503934,0.863636,0.013366,0.002132
1722006083624,0.503985,0.863605,0.013467,0.002052
1722006084398,0.503811,0.863705,0.013607,0.001891
1722006085470,0.503592,0.863833,0.013542,0.001974
1722006086164,0.488946,0.872207,0.013501,0.002008
1722006087237,0.463083,0.886208,0.013585,0.002126
1722006087974,0.463014,0.886244,0.013642,0.002029
1722006089219,0.462977,0.886259,0.013995,0.001412
1722006090300,0.462979,0.886259,0.013902,0.001765
1722006091416,0.462931,0.886284,0.013897,0.001664
1722006092107,0.46287,0.886317,0.013795,0.001955
1722006093182,0.462763,0.886371,0.013869,0.001921
1722006094134,0.462531,0.886495,0.013629,0.002545
1722006095077,0.429202,0.903098,0.013878,0.002502
1722006095878,0.424081,0.905515,0.013836,0.002535
1722006096975,0.424092,0.905506,0.014143,0.002276
1722006097742,0.423926,0.905583,0.014243,0.002058
1722006099475,0.423887,0.905599,0.014317,0.002101
1722006099598,0.423804,0.905637,0.014375,0.002211
1722006101719,0.423675,0.905699,0.014318,0.00211
1722006102404,0.423584,0.905744,0.014031,0.002643
1722006103476,0.413586,0.910355,0.013861,0.002855
1722006104211,0.374373,0.92717,0.013819,0.002878
1722006105327,0.371309,0.928399,0.014101,0.002451
1722006105980,0.371102,0.928483,0.013948,0.002874
1722006106931,0.370909,0.928559,0.013937,0.00321
1722006107695,0.370697,0.928644,0.01398,0.00307
1722006109470,0.370594,0.928683,0.014095,0.003092
1722006110635,0.370399,0.92876,0.014111,0.003144
1722006111449,0.365496,0.930702,0.014024,0.003234
1722006113842,0.330063,0.943849,0.01405,0.003313
1722006114511,0.323701,0.946049,0.014089,0.003171
1722006114855,0.323731,0.946037,0.014256,0.00304
1722006115623,0.323522,0.946108,0.01427,0.003107
1722006116361,0.323399,0.946149,0.014265,0.003276
1722006117438,0.323372,0.946158,0.014294,0.003325
1722006118174,0.323059,0.946265,0.014322,0.003216
1722006119328,0.321476,0.946808,0.013934,0.003616
1722006120024,0.291031,0.956605,0.013922,0.003592
1722006121177,0.286556,0.957955,0.013943,0.003549
1722006122136,0.286372,0.958008,0.014269,0.002882
1722006123247,0.286262,0.958039,0.014337,0.003127
1722006123796,0.286082,0.958092,0.014375,0.003101
1722006125530,0.286064,0.958097,0.014444,0.003136
1722006126272,0.285877,0.958151,0.014501,0.003329
1722006127348,0.283195,0.958945,0.01465,0.003346
1722006128165,0.252407,0.967504,0.014636,0.003409
1722006129236,0.245217,0.969351,0.014773,0.00317
1722006130071,0.245348,0.969316,0.014861,0.00307
1722006131213,0.245459,0.969287,0.014945,0.003177
1722006131776,0.245289,0.96933,0.014948,0.003204
1722006133519,0.24525,0.96934,0.014915,0.003072
1722006134283,0.245217,0.969348,0.014926,0.003095
1722006135357,0.244876,0.969436,0.014735,0.003598
1722006136134,0.204996,0.978646,0.014712,0.003455
1722006137250,0.204927,0.978658,0.015069,0.00249
1722006138206,0.20498,0.978645,0.015136,0.002742
1722006139313,0.205006,0.97864,0.015165,0.002521
1722006140053,0.204836,0.978676,0.015151,0.002621
1722006141165,0.204702,0.978705,0.015072,0.002585
1722006142125,0.204642,0.978716,0.015165,0.002535
1722006143280,0.204459,0.978756,0.01506,0.002577
1722006143874,0.204292,0.978789,0.015172,0.002532
1722006145613,0.20123,0.979422,0.015189,0.002958
1722006145741,0.156611,0.98754,0.015127,0.002834
1722006147544,0.156482,0.98756,0.01539,0.001523
1722006149545,0.156502,0.987553,0.015651,0.001486
1722006150652,0.156469,0.987555,0.01583,0.001428
1722006151730,0.156368,0.987572,0.015778,0.001569
1722006152502,0.156276,0.987586,0.015759,0.001576
1722006153537,0.155962,0.987636,0.015744,0.001725
1722006153660,0.148361,0.988806,0.015739,0.001796
1722006155389,0.124879,0.992047,0.015591,0.002163
1722006155510,0.123287,0.992246,0.015615,0.002213
1722006157582,0.123218,0.992254,0.015735,0.001611
1722006158748,0.123063,0.992272,0.015773,0.001905
1722006159820,0.122858,0.992294,0.015984,0.001694
1722006160559,0.122697,0.992315,0.015908,0.001741
1722006161674,0.122601,0.992327,0.015861,0.001965
1722006162410,0.12234,0.992359,0.015855,0.002123
1722006163479,0.098179,0.995041,0.015772,0.002187
1722006164222,0.080154,0.996658,0.01562,0.002066
1722006165342,0.077381,0.996876,0.015736,0.001548
1722006166074,0.077524,0.996865,0.015779,0.001342
1722006167191,0.077447,0.996871,0.015744,0.0014
1722006168141,0.077279,0.99688,0.01596,0.001641
1722006169253,0.07711,0.996893,0.015995,0.001534
1722006169894,0.077007,0.996901,0.015895,0.002362
1722006171587,0.072448,0.997244,0.015799,0.002588
1722006171716,0.026584,0.999518,0.015869,0.002067
1722006173696,0.024891,0.999561,0.016,0.00149
1722006174444,0.024953,0.999559,0.016014,0.001461
1722006175594,0.024983,0.999558,0.016026,0.001766
1722006176327,0.02505,0.999558,0.015946,0.001734
1722006177437,0.024769,0.999565,0.015915,0.001684
1722006178134,0.024502,0.999572,0.015904,0.001844
1722006179292,0.024351,0.999573,0.016052,0.001822
1722006180033,0.024027,0.999579,0.016158,0.001738
1722006181239,0.023816,0.999583,0.01617,0.00246
1722006181968,0.005431,0.999852,0.016119,0.002496
1722006183086,-0.015724,0.999744,0.016038,0.00259
1722006184123,-0.015807,0.999745,0.015963,0.00217
1722006185846,-0.015994,0.999742,0.01598,0.002269
1722006186664,-0.01605,0.999741,0.015912,0.002516
1722006187701,-0.016362,0.999735,0.015952,0.002922
1722006188518,-0.016565,0.99973,0.01598,0.003179
1722006189507,-0.016616,0.999727,0.016071,0.003357
1722006190328,-0.016796,0.99972,0.016133,0.004304
1722006191440,-0.047852,0.998714,0.016178,0.004395
1722006192138,-0.051999,0.998505,0.016203,0.004698
