"Time","X","Y","Z"
1722006038046,-0.033633,0.041114,0.998588
1722006039249,-0.032564,0.042117,0.998582
1722006040158,-0.033863,0.042614,0.998518
1722006041273,-0.034991,0.042049,0.998503
1722006043670,-0.033733,0.039352,0.998656
1722006044766,-0.031904,0.045666,0.998447
1722006045538,-0.029942,0.089356,0.99555
1722006046360,-0.028896,0.114901,0.992957
1722006047431,-0.029015,0.113568,0.993106
1722006048214,-0.029106,0.114075,0.993046
1722006049371,-0.029359,0.11475,0.992961
1722006050064,-0.030183,0.115113,0.992894
1722006051268,-0.030891,0.115453,0.992832
1722006051961,-0.03113,0.147472,0.988576
1722006053287,-0.032256,0.169585,0.984988
1722006054057,-0.031086,0.178646,0.983422
1722006055150,-0.029069,0.177043,0.983774
1722006055883,-0.028937,0.177747,0.983651
1722006056997,-0.028503,0.17767,0.983677
1722006058420,-0.028236,0.177204,0.983769
1722006060015,-0.029556,0.177837,0.983616
1722006060136,-0.029639,0.179268,0.983354
1722006061862,-0.030522,0.189727,0.981362
1722006062603,-0.029833,0.24834,0.968213
1722006063715,-0.025949,0.249985,0.967902
1722006064452,-0.025284,0.250693,0.967736
1722006065576,-0.025403,0.25114,0.967617
1722006066304,-0.02558,0.251305,0.96757
1722006067417,-0.025634,0.251341,0.967559
1722006068158,-0.026123,0.251756,0.967438
1722006069548,-0.026486,0.253575,0.966953
1722006070615,-0.025987,0.331941,0.942942
1722006072377,-0.025353,0.331477,0.943123
1722006073458,-0.023969,0.330762,0.94341
1722006074233,-0.023137,0.330535,0.94351
1722006075617,-0.022945,0.33097,0.943362
1722006076085,-0.023049,0.33074,0.94344
1722006077852,-0.024922,0.331928,0.942975
1722006078626,-0.02456,0.331812,0.943026
1722006079659,-0.025237,0.378737,0.92516
1722006079819,-0.02672,0.383286,0.923243
1722006081556,-0.024561,0.380064,0.924634
1722006081674,-0.024092,0.38082,0.924335
1722006083624,-0.023357,0.380767,0.924376
1722006084398,-0.023557,0.380339,0.924547
1722006085470,-0.023221,0.381757,0.923971
1722006086164,-0.024369,0.3825,0.923634
1722006087237,-0.025431,0.390952,0.92006
1722006087974,-0.026933,0.416164,0.908891
1722006089219,-0.026963,0.415801,0.909056
1722006090300,-0.024223,0.413405,0.910225
1722006091416,-0.024002,0.414011,0.909955
1722006092107,-0.024011,0.413475,0.910199
1722006093182,-0.023664,0.414245,0.909858
1722006094134,-0.025147,0.414955,0.909494
1722006095077,-0.025473,0.434985,0.900077
1722006095878,-0.026886,0.464133,0.885357
1722006096975,-0.026764,0.47406,0.880086
1722006097742,-0.024641,0.469347,0.88267
1722006099475,-0.024281,0.468827,0.882956
1722006099598,-0.023817,0.469472,0.882626
1722006101719,-0.023882,0.469971,0.882359
1722006102404,-0.023874,0.469993,0.882347
1722006103476,-0.025194,0.47186,0.881314
1722006104211,-0.026427,0.517599,0.855215
1722006105327,-0.029796,0.527014,0.849334
1722006105980,-0.028025,0.522098,0.852425
1722006106931,-0.026643,0.522211,0.8524
1722006107695,-0.026085,0.522281,0.852374
1722006109470,-0.026045,0.522928,0.851979
1722006110635,-0.026626,0.523824,0.851411
1722006111449,-0.027875,0.5234,0.851631
1722006113842,-0.030333,0.51981,0.853743
1722006114511,-0.033241,0.543552,0.838717
1722006114855,-0.030897,0.5391,0.841675
1722006115623,-0.030874,0.539874,0.841179
1722006116361,-0.03047,0.541019,0.840458
1722006117438,-0.030604,0.540799,0.840595
1722006118174,-0.031094,0.541281,0.840267
1722006119328,-0.032157,0.542345,0.83954
1722006120024,-0.035563,0.537231,0.842685
1722006121177,-0.037627,0.535845,0.843477
1722006122136,-0.035841,0.537209,0.842688
1722006123247,-0.036417,0.536842,0.842897
1722006123796,-0.035854,0.538968,0.841563
1722006125530,-0.036307,0.539221,0.841381
1722006126272,-0.037608,0.539777,0.840968
1722006127348,-0.038069,0.54081,0.840283
1722006128165,-0.038496,0.538721,0.841604
1722006129236,-0.032861,0.526377,0.849616
1722006130071,-0.029776,0.515717,0.856242
1722006131213,-0.030202,0.516182,0.855946
1722006131776,-0.001133,0.844307,0.535858
1722006133519,-0.001188,0.844107,0.536173
1722006134283,-0.032599,0.519413,0.853901
1722006135357,-0.032751,0.518802,0.854267
1722006136134,0.000286,0.855429,0.517919
1722006137250,0.000619,0.88404,0.467412
1722006138206,0.000237,0.884642,0.46627
1722006139313,0.00065,0.883916,0.467646
1722006140053,-0.000026,0.884229,0.467053
1722006141165,-0.000837,0.885234,0.465145
1722006142125,-0.001168,0.885841,0.463987
1722006143280,-0.002156,0.885539,0.46456
1722006143874,0.000314,0.884334,0.466855
1722006145613,0.000214,0.884029,0.467433
1722006145741,0.0004,0.898565,0.43884
1722006147544,0.00061,0.923915,0.382597
1722006149545,-0.000063,0.924064,0.382237
1722006150652,-0.000386,0.924362,0.381516
1722006151730,-0.001976,0.92458,0.380983
1722006152502,-0.002115,0.924755,0.380557
1722006153537,-0.001577,0.924262,0.381756
1722006153660,0.00124,0.924073,0.382214
1722006155389,-0.000499,0.946367,0.323092
1722006155510,-0.001014,0.956568,0.291508
1722006157582,-0.000376,0.957065,0.289872
1722006158748,-0.000813,0.95719,0.289458
1722006159820,-0.001201,0.957172,0.289517
1722006160559,-0.001078,0.957584,0.288151
1722006161674,-0.002128,0.957614,0.288046
1722006162410,-0.002379,0.957846,0.287272
1722006163479,-0.002957,0.958667,0.284516
1722006164222,-0.003332,0.973486,0.228722
1722006165342,-0.00189,0.979365,0.202093
1722006166074,-0.001551,0.979876,0.199601
1722006167191,-0.001656,0.979751,0.200214
1722006168141,-0.000167,0.979814,0.199909
1722006169253,-0.000941,0.979925,0.199363
1722006169894,-0.001283,0.979861,0.199678
1722006171587,-0.003148,0.979908,0.199424
