"Time","adcs_SunVectors.xm_sun_vector_x","adcs_SunVectors.xm_sun_vector_y","adcs_SunVectors.xm_sun_vector_z","adcs_SunVectors.yp_sun_vector_x","adcs_SunVectors.yp_sun_vector_y","adcs_SunVectors.yp_sun_vector_z","adcs_SunVectors.ym_sun_vector_x","adcs_SunVectors.ym_sun_vector_y","adcs_SunVectors.ym_sun_vector_z","adcs_SunVectors.xp_sun_vector_x","adcs_SunVectors.xp_sun_vector_y","adcs_SunVectors.xp_sun_vector_z","adcs_SunVectors.zm_sun_vector_x","adcs_SunVectors.zm_sun_vector_y","adcs_SunVectors.zm_sun_vector_z","adcs_SunVectors.zp_sun_vector_x","adcs_SunVectors.zp_sun_vector_y","adcs_SunVectors.zp_sun_vector_z"
1722005966021,0,0,0,0,0,0,-0.038871,-0.787602,0.614957,0,0,0,0,0,0,-0.023572,-0.500598,0.865359
1722005968088,0,0,0,0,0,0,-0.038908,-0.788737,0.613499,0,0,0,0,0,0,-0.024605,-0.498852,0.866338
1722005969163,0,0,0,0,0,0,-0.038055,-0.790086,0.611813,0,0,0,0,0,0,-0.025302,-0.498234,0.866673
1722005969937,0,0,0,0,0,0,-0.037257,-0.789615,0.612471,0,0,0,0,0,0,-0.02526,-0.49855,0.866493
1722005972093,0,0,0,0,0,0,-0.040135,-0.78646,0.616336,0,0,0,0,0,0,-0.022348,-0.501473,0.864884
1722005973260,0,0,0,0,0,0,-0.040603,-0.783388,0.620205,0,0,0,0,0,0,-0.023391,-0.479292,0.877344
1722005974378,0,0,0,0,0,0,-0.040928,-0.777558,0.627478,0,0,0,0,0,0,-0.025254,-0.435794,0.899692
1722005975155,0,0,0,0,0,0,-0.041105,-0.778969,0.625713,0,0,0,0,0,0,-0.025034,-0.435666,0.89976
1722005976619,0,0,0,0,0,0,-0.041054,-0.776073,0.629306,0,0,0,0,0,0,-0.025294,-0.435208,0.899975
1722005977566,0,0,0,0,0,0,-0.041315,-0.776254,0.629065,0,0,0,0,0,0,-0.02488,-0.435783,0.899708
1722005978568,0,0,0,0,0,0,-0.040787,-0.776651,0.628609,0,0,0,0,0,0,-0.024867,-0.43539,0.899898
1722005979719,0,0,0,0,0,0,-0.040484,-0.777005,0.628191,0,0,0,0,0,0,-0.025927,-0.435309,0.899908
1722005980451,0,0,0,0,0,0,-0.04027,-0.778292,0.62661,0,0,0,0,0,0,-0.026775,-0.43493,0.900066
1722005982346,0,0,0,0,0,0,-0.039951,-0.788536,0.61369,0,0,0,0,0,0,-0.028885,-0.40995,0.91165
1722005984200,0,0,0,0,0,0,-0.043385,-0.787064,0.615343,0,0,0,0,0,0,-0.027727,-0.382196,0.923665
1722005985060,0,0,0,0,0,0,-0.043929,-0.786029,0.616627,0,0,0,0,0,0,-0.028265,-0.381955,0.923749
1722005985966,0,0,0,0,0,0,-0.04355,-0.785631,0.61716,0,0,0,0,0,0,-0.028193,-0.382866,0.923374
1722005987514,0,0,0,0,0,0,-0.04372,-0.785328,0.617535,0,0,0,0,0,0,-0.027502,-0.382243,0.923653
1722005988294,0,0,0,0,0,0,-0.043761,-0.785471,0.617349,0,0,0,0,0,0,-0.028017,-0.382351,0.923592
1722005990817,0,0,0,0,0,0,-0.042825,-0.787313,0.615065,0,0,0,0,0,0,-0.029072,-0.381417,0.923946
1722005992683,0,0,0,0,0,0,-0.042178,-0.78927,0.612596,0,0,0,0,0,0,-0.030765,-0.379446,0.924702
1722005994536,0,0,0,0,0,0,-0.044868,-0.794281,0.605892,0,0,0,0,0,0,-0.030799,-0.359599,0.932599
1722005996385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029095,-0.333737,0.942217
1722005998248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028628,-0.334872,0.941829
1722005999666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028883,-0.334281,0.942031
1722006000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028878,-0.334282,0.94203
1722006001469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028568,-0.333988,0.942144
1722006002247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030926,-0.332995,0.942421
1722006003368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030486,-0.320265,0.946837
1722006004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031331,-0.267201,0.963131
1722006005523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031215,-0.263274,0.964216
1722006014309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027997,-0.208796,0.977558
1722006015560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028667,-0.209405,0.977409
1722006016295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028946,-0.209136,0.977458
1722006017496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02913,-0.208545,0.977579
1722006018190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029167,-0.208191,0.977653
1722006020083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029983,-0.153585,0.98768
1722006022066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030305,-0.132913,0.990664
1722006023723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031028,-0.132333,0.99072
1722006026585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028078,-0.135806,0.990337
1722006028437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028952,-0.067138,0.997324
1722006030467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02963,-0.040669,0.998733
1722006032320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029434,-0.041733,0.998695
1722006034258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029841,-0.0415,0.998693
1722006036108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031946,-0.014014,0.999391
1722006044550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031904,0.045666,0.998447
1722006045368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029942,0.089356,0.99555
1722006046144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028896,0.114901,0.992957
1722006050022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030183,0.115113,0.992894
1722006051140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030891,0.115453,0.992832
1722006054545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031086,0.178646,0.983422
1722006055274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029069,0.177043,0.983774
1722006056357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028937,0.177747,0.983651
1722006057514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028503,0.17767,0.983677
1722006058379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028236,0.177204,0.983769
1722006059886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029556,0.177837,0.983616
1722006060488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029639,0.179268,0.983354
1722006061610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030522,0.189727,0.981362
1722006062431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029833,0.24834,0.968213
1722006064368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025284,0.250693,0.967736
1722006065402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025403,0.25114,0.967617
1722006066089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02558,0.251305,0.96757
1722006067254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025634,0.251341,0.967559
1722006068027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026123,0.251756,0.967438
1722006069405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026486,0.253575,0.966953
