"Time","stdTM5418300110010548962.rates_x","stdTM5418300110010548962.rates_y","stdTM5418300110010548962.rates_z"
1722010981059,0.013005,0.028932,0.082067
1722010982882,0.018904,0.011235,0.03173
1722010984693,0.004277,0.031023,-0.06806
1722010986532,0.020084,-2.620056,-0.013888
1722010989028,0.03778,0.02146,0.025831
1722010991697,0.013398,0.025786,0.027797
1722010993510,-0.000366,0.008482,-0.029618
1722010995318,0.005926,-0.303372,0.037629
1722010997125,-0.003905,0.011628,0.021898
1722010998881,0.038174,0.008875,0.039202
1722011000748,-0.053393,-0.077159,-0.074423
1722011003052,0.033848,-2.285787,-0.005237
1722011006615,0.014578,0.013988,0.032123
1722011009251,0.014971,0.009268,0.026224
1722011011058,0.029522,-3.687361,-0.005237
1722011012863,0.070028,0.032865,0.067123
1722011014671,0.041319,0.01792,0.038415
1722011016614,0.031721,0.002387,0.01785
1722011018966,0.009072,-0.638034,0.005775
1722011020877,0.027555,-0.825619,0.03291
1722011023103,0.021657,0.035617,0.015606
1722011025259,0.00396,0.008875,0.027404
1722011027067,0.010252,0.027359,0.019539
1722011028873,0.03896,-1.596799,0.003415
1722011030702,0.040533,0.036797,0.039595
1722011032511,0.021657,0.034044,0.027797
1722011035249,0.02655,-0.009148,0.036543
1722011037032,0.001207,-5.091685,-0.043383
1722011038839,0.051938,0.015561,0.038415
1722011040676,0.02205,0.001404,0.027011
1722011042616,-0.005085,0.010448,0.033696
1722011044442,0.021657,-0.23691,0.010494
1722011047029,0.064915,0.026179,0.034876
1722011048832,0.00514,0.004156,0.033303
1722011051403,0.021264,0.004943,0.027797
1722011053819,0.013792,0.013988,0.019932
1722011054988,-0.03104,-0.270338,-0.008383
1722011057176,0.027949,-0.427248,0.024651
1722011059001,0.018904,-0.001349,0.030157
1722011060856,0.031488,0.009269,0.032123
1722011062659,0.020477,0.004943,0.027404
1722011065532,0.035421,-4.91472,-0.018607
1722011067256,0.00388,0.039773,0.034156
1722011069109,0.013425,0.014716,0.028986
1722011070938,0.017331,0.005729,0.038808
1722011072748,0.025196,0.013595,0.039988
1722011074550,-0.008231,-3.552081,-0.001697
1722011076480,-0.005085,0.035617,0.02937
1722011079190,0.021264,0.030898,0.03173
1722011080969,0.020084,0.019887,0.043527
1722011083453,-0.109298,-0.036743,0.006168
1722011084586,0.062163,-1.209046,0.015606
1722011086945,0.001994,0.048988,0.022685
1722011088769,0.024016,0.035617,0.03173
1722011090603,-0.002332,0.030111,0.028584
1722011092598,0.043286,-7.518481,-0.037877
1722011094915,0.049185,0.030505,0.038415
1722011096739,-0.003905,0.045449,0.039988
1722011098592,0.006713,0.046235,0.02937
1722011100621,-0.09986,-0.548372,0.01364
1722011102926,0.149466,0.011236,0.01364
1722011105123,-0.008624,0.044662,0.042741
1722011106933,0.023623,0.035617,0.034089
1722011109389,-0.01177,0.031291,0.043134
1722011110554,0.022443,-0.008821,0.025045
1722011113309,0.001994,0.009662,0.024651
1722011115040,0.00514,-0.008428,0.021898
1722011116814,0.010646,-0.003709,0.036449
1722011118495,0.010646,0.021853,0.035662
1722011121275,0.001207,0.017134,0.034089
1722011123043,0.02441,0.039156,0.030157
1722011125411,0.027949,0.035224,0.034089
1722011127051,0.010243,0.029034,0.035747
1722011128877,0.002387,0.028932,0.025831
1722011130691,0.02441,0.046235,0.030943
1722011133250,0.021657,0.034044,0.027404
1722011135076,0.015414,0.031023,0.034156
1722011136886,0.027163,0.010842,0.020719
1722011138693,0.004747,-0.015507,0.022292
1722011140532,0.024802,0.010055,0.017573
1722011142855,0.024959,0.015512,0.021429
1722011145486,0.022443,0.002977,0.021898
1722011147295,0.009859,0.000224,0.03055
1722011149076,0.028735,-0.000563,0.045494
1722011150887,0.027555,0.021853,0.034876
1722011152708,0.002387,0.001797,0.025044
1722011155351,0.010646,-0.004495,0.027404
