# Sensor: ADPD2140, Rotationstage: ELL18M
Datetime,Stage Angle,xL,xR,yL,yR,X,Y
19.11.2021 16:55:15,-60.003,320.068,607.696,558.990,560.241,-0.177,-49.131
19.11.2021 16:55:16,-59.895,321.624,609.039,560.424,561.126,-0.099,-48.942
19.11.2021 16:55:17,-59.794,322.662,610.504,561.645,562.316,-0.094,-48.883
19.11.2021 16:55:18,-59.701,323.669,612.213,562.866,563.903,-0.145,-48.860
19.11.2021 16:55:19,-59.603,324.615,613.616,564.453,565.246,-0.111,-48.815
19.11.2021 16:55:20,-59.500,325.439,614.959,565.673,566.680,-0.140,-48.790
19.11.2021 16:55:21,-59.405,326.202,616.241,566.864,567.901,-0.144,-48.772
19.11.2021 16:55:22,-59.304,327.178,617.858,568.420,569.549,-0.157,-48.745
19.11.2021 16:55:23,-59.199,328.704,619.140,569.396,570.831,-0.199,-48.560
19.11.2021 16:55:24,-59.108,328.765,620.086,570.739,571.441,-0.097,-48.656
19.11.2021 16:55:25,-59.003,330.139,622.283,572.021,573.516,-0.206,-48.611
19.11.2021 16:55:26,-58.905,331.573,623.291,573.577,574.768,-0.164,-48.416
19.11.2021 16:55:27,-58.797,331.756,624.847,574.951,576.049,-0.151,-48.555
19.11.2021 16:55:28,-58.704,333.099,626.647,576.324,577.575,-0.171,-48.472
19.11.2021 16:55:29,-58.606,334.045,627.593,578.033,578.521,-0.066,-48.376
19.11.2021 16:55:30,-58.503,334.777,629.364,579.010,580.261,-0.171,-48.421
19.11.2021 16:55:31,-58.405,336.029,630.828,581.085,581.970,-0.120,-48.320
19.11.2021 16:55:32,-58.304,336.486,632.324,581.512,583.282,-0.240,-48.393
19.11.2021 16:55:33,-58.206,338.043,633.514,582.824,584.289,-0.198,-48.196
19.11.2021 16:55:34,-58.106,338.867,635.192,584.228,585.327,-0.148,-48.211
19.11.2021 16:55:35,-58.000,340.454,636.688,585.510,586.822,-0.177,-48.044
19.11.2021 16:55:36,-57.905,341.217,638.427,587.158,588.195,-0.139,-48.080
19.11.2021 16:55:37,-57.799,341.857,639.953,588.012,589.599,-0.213,-48.116
19.11.2021 16:55:38,-57.694,343.078,641.418,590.179,591.430,-0.167,-48.025
19.11.2021 16:55:39,-57.608,343.780,642.822,591.552,592.254,-0.093,-48.035
19.11.2021 16:55:40,-57.500,345.092,644.317,592.285,593.811,-0.203,-47.928
19.11.2021 16:55:41,-57.407,345.336,645.019,593.353,595.214,-0.248,-47.955
19.11.2021 16:55:42,-57.299,346.496,647.033,594.543,596.466,-0.255,-47.938
19.11.2021 16:55:43,-57.199,348.022,648.406,595.947,597.686,-0.230,-47.775
