# Sensor: ADPD2140, Rotationstage: ELL18M
Datetime,Stage Angle,xL,xR,yL,yR,X,Y
24.11.2021 21:56:40,-59.997,617.919,613.098,369.476,679.138,-46.799,0.620
24.11.2021 21:56:41,-59.904,619.262,614.990,370.269,680.511,-46.790,0.548
24.11.2021 21:56:42,-59.804,621.734,617.675,371.368,682.525,-46.790,0.518
24.11.2021 21:56:43,-59.708,623.443,619.720,372.406,684.936,-46.843,0.474
24.11.2021 21:56:44,-59.608,625.122,620.941,373.107,685.821,-46.800,0.531
24.11.2021 21:56:45,-59.505,626.159,622.222,374.114,686.737,-46.701,0.499
24.11.2021 21:56:46,-59.407,627.838,624.084,375.030,689.025,-46.765,0.475
24.11.2021 21:56:47,-59.306,629.028,624.877,375.946,690.979,-46.794,0.524
24.11.2021 21:56:48,-59.208,629.882,625.823,377.288,692.321,-46.676,0.512
24.11.2021 21:56:49,-59.108,631.866,628.082,378.265,694.458,-46.712,0.475
24.11.2021 21:56:50,-59.007,633.300,628.906,379.730,695.770,-46.569,0.551
24.11.2021 21:56:51,-58.907,634.338,630.859,380.859,698.547,-46.642,0.435
24.11.2021 21:56:52,-58.806,635.314,631.500,381.805,698.394,-46.447,0.477
24.11.2021 21:56:53,-58.706,635.711,632.171,381.744,700.866,-46.714,0.442
24.11.2021 21:56:54,-58.608,636.688,633.148,382.720,701.507,-46.596,0.441
24.11.2021 21:56:55,-58.507,638.092,635.070,384.002,703.796,-46.589,0.376
24.11.2021 21:56:56,-58.404,639.862,635.986,384.979,705.200,-46.550,0.481
24.11.2021 21:56:57,-58.306,640.747,636.749,385.711,706.481,-46.544,0.495
24.11.2021 21:56:58,-58.206,641.906,638.336,386.535,708.038,-46.548,0.441
24.11.2021 21:56:59,-58.105,643.371,639.739,388.000,709.197,-46.393,0.448
24.11.2021 21:57:00,-58.007,644.409,641.082,388.610,712.066,-46.572,0.410
24.11.2021 21:57:01,-57.904,646.057,642.333,389.404,713.623,-46.582,0.457
24.11.2021 21:57:02,-57.804,646.850,643.768,390.106,714.630,-46.554,0.378
24.11.2021 21:57:03,-57.706,650.115,646.301,391.876,717.681,-46.534,0.466
24.11.2021 21:57:04,-57.608,649.932,646.911,392.822,718.017,-46.394,0.369
24.11.2021 21:57:05,-57.507,652.099,648.956,393.280,719.329,-46.442,0.382
24.11.2021 21:57:06,-57.407,654.296,650.085,394.439,721.374,-46.434,0.511
24.11.2021 21:57:07,-57.306,655.517,651.550,394.989,723.297,-46.526,0.481
24.11.2021 21:57:08,-57.208,657.318,653.747,396.148,725.036,-46.488,0.431
24.11.2021 21:57:09,-57.108,659.301,655.822,397.033,726.531,-46.475,0.419
24.11.2021 21:57:10,-57.002,661.895,658.142,398.101,728.729,-46.499,0.450
24.11.2021 21:57:11,-56.902,662.841,659.088,399.047,729.217,-46.376,0.450
24.11.2021 21:57:12,-56.804,664.855,661.071,398.986,730.682,-46.532,0.452
24.11.2021 21:57:13,-56.706,666.503,662.475,400.451,731.842,-46.382,0.480
24.11.2021 21:57:14,-56.605,669.403,665.740,402.069,735.137,-46.415,0.434
24.11.2021 21:57:15,-56.505,671.905,667.480,402.618,736.724,-46.473,0.523
24.11.2021 21:57:16,-56.407,674.102,670.196,403.808,738.525,-46.436,0.460
24.11.2021 21:57:17,-56.306,676.208,672.546,404.998,740.875,-46.452,0.430
24.11.2021 21:57:19,-56.208,677.856,673.614,405.639,740.631,-46.314,0.497
24.11.2021 21:57:22,-56.093,680.633,676.239,406.494,743.530,-46.445,0.513
24.11.2021 21:57:23,-56.007,683.135,678.527,407.989,745.361,-46.357,0.536
24.11.2021 21:57:24,-55.907,685.424,680.694,408.416,747.436,-46.482,0.548
24.11.2021 21:57:25,-55.799,687.622,683.349,410.003,748.962,-46.349,0.493
24.11.2021 21:57:26,-55.708,689.788,684.692,410.858,750.457,-46.343,0.587
24.11.2021 21:57:27,-55.608,691.864,687.164,411.254,752.227,-46.444,0.540
24.11.2021 21:57:28,-55.502,694.000,689.392,412.353,753.723,-46.394,0.527
24.11.2021 21:57:29,-55.399,696.838,691.925,413.208,756.072,-46.470,0.560
24.11.2021 21:57:30,-55.304,699.035,694.213,414.489,757.965,-46.426,0.548
24.11.2021 21:57:31,-55.206,701.324,696.777,415.618,759.948,-46.419,0.515
24.11.2021 21:57:32,-55.108,703.125,698.394,415.863,761.413,-46.516,0.534
24.11.2021 21:57:33,-55.005,706.268,700.805,417.572,763.488,-46.416,0.615
24.11.2021 21:57:34,-54.904,708.251,703.613,418.243,766.571,-46.591,0.520
24.11.2021 21:57:35,-54.804,709.869,705.047,419.586,767.883,-46.483,0.540
24.11.2021 21:57:36,-54.706,712.280,707.519,420.257,770.507,-46.614,0.531
24.11.2021 21:57:37,-54.605,714.782,709.838,422.149,772.430,-46.469,0.549
24.11.2021 21:57:38,-54.505,716.491,711.547,422.760,774.566,-46.565,0.548
24.11.2021 21:57:39,-54.404,718.139,712.829,423.461,776.092,-46.587,0.588
24.11.2021 21:57:40,-54.301,720.855,715.270,424.346,778.411,-46.652,0.616
24.11.2021 21:57:41,-54.208,721.679,716.308,425.628,780.151,-46.595,0.591
24.11.2021 21:57:42,-54.103,723.602,717.742,426.147,782.135,-46.691,0.644
24.11.2021 21:57:43,-54.000,725.677,719.970,427.246,783.996,-46.677,0.625
