# Sensor: ADPD2140, Rotationstage: ELL18M
Datetime,Stage Angle,xL,xR,yL,yR,X,Y
01.12.2021 18:29:29,-59.992,650.634,648.529,392.150,718.597,-46.576,0.256
01.12.2021 18:29:30,-59.904,653.198,650.604,393.188,720.397,-46.566,0.315
01.12.2021 18:29:31,-59.799,655.029,653.015,394.378,722.259,-46.534,0.244
01.12.2021 18:29:32,-59.701,656.494,654.510,394.958,723.449,-46.547,0.239
01.12.2021 18:29:33,-59.598,658.233,656.219,395.782,725.402,-46.591,0.242
01.12.2021 18:29:34,-59.492,660.186,657.806,397.460,727.447,-46.488,0.286
01.12.2021 18:29:35,-59.404,661.529,660.064,397.644,728.454,-46.555,0.175
01.12.2021 18:29:36,-59.306,663.055,660.400,398.925,729.949,-46.471,0.317
01.12.2021 18:29:37,-59.196,664.947,663.024,400.512,732.940,-46.479,0.229
01.12.2021 18:29:38,-59.095,667.480,665.222,402.282,735.534,-46.416,0.268
01.12.2021 18:29:39,-58.992,667.846,665.161,402.374,735.321,-46.378,0.319
01.12.2021 18:29:40,-58.899,669.647,667.602,403.900,738.800,-46.446,0.242
01.12.2021 18:29:41,-58.791,671.173,668.945,405.273,740.356,-46.353,0.263
01.12.2021 18:29:42,-58.696,672.515,670.440,405.700,741.699,-46.408,0.244
01.12.2021 18:29:43,-58.605,673.339,671.203,406.524,743.774,-46.463,0.251
01.12.2021 18:29:44,-58.507,674.713,672.943,408.050,745.697,-46.379,0.208
01.12.2021 18:29:45,-58.392,675.109,673.614,408.325,746.582,-46.416,0.175
01.12.2021 18:29:46,-58.296,676.879,675.170,409.576,749.023,-46.431,0.200
01.12.2021 18:29:47,-58.193,677.459,676.025,410.675,750.183,-46.349,0.167
01.12.2021 18:29:48,-58.103,679.870,677.764,411.987,752.868,-46.376,0.245
01.12.2021 18:29:49,-58.000,680.389,678.527,412.078,753.936,-46.463,0.217
01.12.2021 18:29:50,-57.897,681.335,679.046,412.506,754.730,-46.464,0.266
01.12.2021 18:29:51,-57.799,683.837,681.671,414.794,758.392,-46.414,0.251
01.12.2021 18:29:52,-57.706,684.509,683.380,415.161,760.070,-46.510,0.130
01.12.2021 18:29:53,-57.593,686.798,685.028,416.778,762.207,-46.432,0.204
01.12.2021 18:29:54,-57.497,687.988,686.004,416.992,763.580,-46.525,0.228
01.12.2021 18:29:55,-57.392,690.673,688.873,418.762,765.594,-46.409,0.206
01.12.2021 18:29:56,-57.291,691.619,689.636,419.586,767.303,-46.428,0.227
01.12.2021 18:29:57,-57.196,693.511,691.192,420.318,768.981,-46.460,0.265
01.12.2021 18:29:58,-57.095,695.404,692.535,421.142,771.118,-46.519,0.327
01.12.2021 18:29:59,-56.997,697.692,695.251,422.058,773.010,-46.539,0.277
01.12.2021 18:30:00,-56.894,699.920,697.570,423.767,775.421,-46.472,0.266
01.12.2021 18:30:01,-56.791,702.392,699.951,424.774,776.733,-46.423,0.275
01.12.2021 18:30:02,-56.701,704.010,701.477,424.774,778.137,-46.554,0.285
01.12.2021 18:30:03,-56.593,705.169,703.582,426.361,780.029,-46.459,0.178
01.12.2021 18:30:04,-56.505,708.709,706.909,427.551,782.379,-46.475,0.201
01.12.2021 18:30:05,-56.397,710.052,708.557,428.192,783.813,-46.500,0.167
01.12.2021 18:30:06,-56.296,712.463,710.174,429.260,785.736,-46.497,0.254
01.12.2021 18:30:07,-56.198,715.667,713.592,431.213,788.513,-46.423,0.230
01.12.2021 18:30:08,-56.098,717.681,715.454,431.732,789.916,-46.465,0.246
01.12.2021 18:30:09,-55.997,720.611,718.109,433.197,792.144,-46.424,0.275
01.12.2021 18:30:10,-55.907,722.320,720.092,433.837,793.334,-46.425,0.244
01.12.2021 18:30:11,-55.799,724.548,722.015,435.058,794.830,-46.358,0.277
01.12.2021 18:30:12,-55.693,728.729,726.715,437.042,799.224,-46.428,0.219
01.12.2021 18:30:13,-55.598,731.475,728.454,438.049,801.452,-46.463,0.327
01.12.2021 18:30:14,-55.495,733.428,731.323,438.751,802.734,-46.463,0.227
01.12.2021 18:30:15,-55.402,737.365,734.741,440.521,805.694,-46.438,0.282
01.12.2021 18:30:16,-55.296,739.135,736.694,441.162,807.067,-46.456,0.262
01.12.2021 18:30:17,-55.206,742.492,739.776,443.115,810.943,-46.483,0.290
01.12.2021 18:30:18,-55.108,744.384,741.180,444.305,812.133,-46.395,0.341
01.12.2021 18:30:19,-55.000,746.856,744.171,444.793,814.270,-46.506,0.285
